sector,ticker_a,ticker_b,beta,n_rows,n_events,label_mean,best_threshold,val_auc,test_accuracy,test_balanced_accuracy,test_f1,test_auc,trade_count,trade_win_rate,avg_pnl_proxy,total_pnl_proxy,max_drawdown_proxy,validation_start_date,test_start_date
Consumer_Disc,NKE,SBUX,0.8987199181842354,1572,778,0.39203083515167236,0.45,0.5909507235757465,0.5384615384615384,0.48798901853122856,0.29411764705882354,0.5389498970487303,95,0.6210526315789474,0.01440478384994755,1.3684544657450173,0.2123239311575884,2023-11-17,2025-02-11
Consumer_Disc,LOW,TJX,1.1164834866099247,1572,808,0.38985148072242737,0.45,0.48216085466639796,0.654320987654321,0.6047581284694686,0.45098039215686275,0.6964314036478986,110,0.6545454545454545,0.011228600524260073,1.235146057668608,0.6549419613927592,2024-02-29,2025-03-24
Communications,DIS,CHTR,0.8894926487118151,1572,838,0.31622910499572754,0.55,0.5152519893899205,0.30357142857142855,0.4970107262176895,0.4292682926829268,0.4395990856339019,105,0.5428571428571428,0.011707971930149056,1.2293370526656509,0.6372568060904731,2023-11-22,2025-02-03
Communications,CMCSA,WBD,0.2519299824040737,1572,772,0.3588082790374756,0.45,0.3790322580645162,0.3548387096774194,0.3909527195165304,0.38271604938271603,0.47387131176679703,155,0.5806451612903226,0.00751731232673891,1.1651834106445311,0.8085476665496811,2023-10-27,2025-03-25
Communications,META,NFLX,0.7347424847805718,1572,829,0.3160434365272522,0.45,0.6524203431372549,0.6566265060240963,0.677659041576223,0.5777777777777777,0.6612122224077476,165,0.5575757575757576,0.00670548051776308,1.1064042854309082,1.6001292400360096,2023-11-30,2025-02-28
Tech,MSFT,AMD,0.6621188902287719,1572,766,0.40339425206184387,0.5,0.5281228433402347,0.5324675324675324,0.5564956812973735,0.5324675324675324,0.5559668605676009,93,0.5806451612903226,0.01133927700083743,1.054552761077881,0.27518271827697727,2023-10-20,2024-12-12
Tech,MSFT,GOOG,0.794256095689814,1572,786,0.410941481590271,0.47000000000000003,0.6067736185383245,0.35443037974683544,0.3856307435254803,0.4,0.46850459482038426,135,0.6222222222222222,0.0073992287317911805,0.9988958787918094,0.6867588071823116,2023-12-27,2025-01-31
Communications,DIS,WBD,0.5513673138020837,1572,773,0.3764553666114807,0.47000000000000003,0.48951297547102735,0.5096774193548387,0.5320103709613084,0.4153846153846154,0.5155564419625049,110,0.6727272727272727,0.00901847163113681,0.9920318794250491,0.21488112449645969,2024-02-06,2025-04-04
Financials,GS,BLK,1.1910415853758745,1572,834,0.3657074272632599,0.47000000000000003,0.5114563716258631,0.6107784431137725,0.6230529595015576,0.5517241379310345,0.6347352024922118,166,0.6506024096385542,0.005691033914864782,0.9447116298675537,0.3389898843765251,2023-12-15,2025-03-04
Consumer_Staples,PEP,WMT,1.0587798461498836,1572,825,0.34545454382896423,0.5,0.4015406836783823,0.4,0.5,0.5714285714285714,0.5552494643403735,165,0.6060606060606061,0.00572046553074721,0.9438768125732897,1.0366549964696166,2024-02-15,2025-02-07
Financials,MS,BRK-A,1.3983866497925392,1572,919,0.2818280756473541,0.46,0.540763673890609,0.7010869565217391,0.6608814633443756,0.5217391304347826,0.6875990205962841,169,0.5798816568047337,0.005511065646741517,0.9313700942993164,0.6518570175170892,2023-12-19,2025-02-28
Energy,EOG,LNG,0.9275346317587267,1572,811,0.38347718119621277,0.45,0.45312499999999994,0.4233128834355828,0.5,0.5948275862068966,0.5100215849522047,163,0.5766871165644172,0.005576959104625724,0.9090443340539931,0.49331986641883696,2023-11-21,2024-12-19
Industrials,GE,ITW,1.6659130448183705,1572,818,0.3166259229183197,0.45,0.6957465277777778,0.6646341463414634,0.5510526315789473,0.32098765432098764,0.6189473684210527,161,0.5217391304347826,0.0056113478974525975,0.9034270114898681,1.3488507556915255,2023-12-11,2025-02-12
Industrials,GE,UNP,1.1438157351040534,1572,834,0.3441247045993805,0.51,0.641045468605011,0.33532934131736525,0.5,0.5022421524663677,0.4956563706563707,167,0.5568862275449101,0.005205101939732443,0.869252023935318,0.6941595709323845,2023-11-02,2025-02-05
Consumer_Disc,TGT,TJX,0.399209184107011,1572,803,0.30386051535606384,0.45,0.37357445421961555,0.33540372670807456,0.5046296296296297,0.49765258215962443,0.6111111111111112,161,0.5714285714285714,0.005299798491578665,0.853267557144165,0.7942467689514119,2023-11-13,2025-02-27
Communications,META,VZ,0.8018134533512912,1572,795,0.39748427271842957,0.55,0.5646481178396072,0.4025157232704403,0.5103092783505154,0.5662100456621004,0.6160625207848354,94,0.5425531914893617,0.009036958755330839,0.8494741230010989,0.5595408191680908,2024-02-06,2025-04-01
Communications,CHTR,PSKY,0.48365057604845574,1572,803,0.3412204086780548,0.45,0.6087458745874587,0.6832298136645962,0.6535393818544366,0.5565217391304348,0.7148554336989033,105,0.5047619047619047,0.007926900137038458,0.8323245143890381,0.9802589569091793,2023-10-16,2025-02-03
Financials,BAC,BRK-A,0.6988653106642168,1572,824,0.37257280945777893,0.49000000000000005,0.6084374048126713,0.37575757575757573,0.51036051212938,0.47715736040609136,0.47523584905660377,147,0.5578231292517006,0.005511239525412215,0.8101522102355956,0.48278540039062434,2023-12-13,2025-03-07
Financials,GS,BRK-A,1.1580318479712322,1572,876,0.29109588265419006,0.53,0.57328,0.38636363636363635,0.48635235732009924,0.41304347826086957,0.42214640198511166,90,0.6,0.007970365736219618,0.7173329162597657,0.3976416473388658,2023-12-12,2025-03-18
Consumer_Staples,PEP,HSY,0.624640078734887,1572,800,0.39125001430511475,0.51,0.5337276214833759,0.5625,0.5108315863032844,0.35185185185185186,0.47955974842767296,31,0.8064516129032258,0.022904417499419193,0.710036942481995,0.03826470470428467,2023-11-27,2025-03-06
Consumer_Disc,TSLA,HD,3.09617599516983,1572,854,0.3290398120880127,0.5,0.334625322997416,0.4678362573099415,0.47943722943722944,0.43478260869565216,0.3976911976911977,95,0.5473684210526316,0.007341521815249796,0.6974445724487306,1.6146281585693354,2023-11-27,2025-01-22
Energy,XOM,LNG,0.8602199487087712,1572,835,0.34970059990882874,0.5,0.41406249999999994,0.5748502994011976,0.5443019527834451,0.3826086956521739,0.5988050131157097,42,0.6190476190476191,0.016201087022998505,0.6804456549659372,0.21778960359096478,2023-12-26,2025-01-13
Tech,MSFT,TXN,1.0570434232493848,1572,817,0.3402692675590515,0.48000000000000004,0.5374882849109653,0.5609756097560976,0.49955634427684115,0.32075471698113206,0.5245785270629991,97,0.5360824742268041,0.006999527570205865,0.678954174309969,0.5846653184890747,2023-12-19,2025-02-19
Consumer_Staples,GIS,MKC,0.16853402707007822,1572,788,0.4060913622379303,0.45,0.4795801213711661,0.47468354430379744,0.48956996148908855,0.6175115207373272,0.3583119383825417,158,0.5443037974683544,0.0042216521033757864,0.6670210323333743,0.3452083778381348,2023-10-25,2024-12-26
Consumer_Disc,HD,MCD,0.8043979271297023,1572,804,0.3718905448913574,0.47000000000000003,0.47667638483965014,0.4782608695652174,0.4528791429527954,0.3333333333333333,0.4328757951121527,155,0.5483870967741935,0.004242538544439499,0.6575934743881224,0.6134154167175289,2023-12-08,2025-02-24
Consumer_Staples,KO,CL,1.217669667249342,1572,756,0.45105820894241333,0.47000000000000003,0.4695810564663024,0.5921052631578947,0.6296162853539903,0.6172839506172839,0.6161052062691407,149,0.6241610738255033,0.0043522717200669666,0.648488486289978,0.3348676681518553,2023-11-30,2025-03-10
Industrials,HON,LMT,0.2932712533582516,1572,840,0.3678571283817291,0.46,0.6226028399941443,0.6130952380952381,0.5546349466776046,0.3925233644859813,0.5801476620180476,129,0.5736434108527132,0.005023872005847073,0.6480794887542725,0.4370985851287842,2023-12-05,2025-03-27
Industrials,MMM,FDX,0.22160235643571982,1572,761,0.3653087913990021,0.53,0.6505483549351944,0.45098039215686275,0.5280898876404494,0.6037735849056604,0.6181530898876404,104,0.5961538461538461,0.006216196353618915,0.6464844207763671,0.29428767585754395,2023-11-14,2025-01-28
Tech,ORCL,AMD,0.6471011568553869,1572,786,0.3575063645839691,0.45,0.4836389787846098,0.6265822784810127,0.556551724137931,0.3655913978494624,0.5582758620689655,62,0.5645161290322581,0.01010680996987128,0.6266222181320193,0.49478230762481656,2023-12-08,2025-03-10
