sector,ticker_a,ticker_b,beta,n_rows,n_events,label_mean,best_threshold,val_auc,test_accuracy,test_balanced_accuracy,test_f1,test_auc,trade_count,trade_win_rate,avg_pnl_proxy,total_pnl_proxy,max_drawdown_proxy,validation_start_date,test_start_date
Industrials,MMM,ITW,-0.1623232994542279,1572,781,0.36235594749450684,0.53,0.6337994214079075,0.6305732484076433,0.6486622073578595,0.6282051282051282,0.6811036789297659,33,0.6363636363636364,0.0187352497216427,0.618263240814209,0.16153296661376954,2023-10-31,2025-01-22
Consumer_Disc,HD,LOW,0.6324998548839935,1572,794,0.36146095395088196,0.45,0.7660638707195074,0.6352201257861635,0.5,0.0,0.5547968589962444,125,0.632,0.0047882347106933615,0.5985293388366701,0.20176791000366157,2023-12-15,2025-02-12
Consumer_Disc,TGT,SONO,0.5706922447936401,1572,809,0.3374536335468292,0.45,0.5862563775510204,0.41358024691358025,0.4279524214103653,0.35374149659863946,0.3598980458793543,144,0.5555555555555556,0.004148783140712314,0.5974247722625732,0.9446982383728003,2023-10-03,2025-03-07
Utilities,SO,XEL,1.1910702740161183,1572,815,0.3595091998577118,0.46,0.45703395703395705,0.5950920245398773,0.5480030721966206,0.3125,0.5497695852534562,99,0.5858585858585859,0.005798178374165237,0.5740196590423585,0.24303709554672243,2023-11-10,2024-12-20
Utilities,SO,SRE,0.9444832765088921,1572,754,0.3978779911994934,0.5700000000000001,0.559180035650624,0.3708609271523179,0.5052083333333334,0.5365853658536586,0.43939393939393934,103,0.6116504854368932,0.005455122917601209,0.5618776605129245,0.19064471435546876,2023-11-08,2025-03-10
Consumer_Disc,HD,TJX,0.6730514897444639,1572,808,0.37995049357414246,0.5,0.4354897660818713,0.5370370370370371,0.45072217502124046,0.21052631578947367,0.3933729821580289,40,0.6,0.013461982727050781,0.5384793090820312,0.13790469551086426,2023-12-14,2025-03-14
Healthcare,ABBV,MRK,1.136277898909297,1572,831,0.33694344758987427,0.47000000000000003,0.6473108747044917,0.5089820359281437,0.5368628640776699,0.5060240963855421,0.5180521844660193,127,0.5354330708661418,0.004239152267575265,0.5383723379820586,0.7912832716703411,2023-09-27,2025-01-31
Industrials,CAT,UNP,1.4460505507629968,1572,813,0.36285361647605896,0.54,0.5106216807247735,0.43558282208588955,0.5072998430141288,0.5490196078431373,0.6654631083202512,50,0.68,0.01072237205505371,0.5361186027526855,0.18679648876190186,2024-01-10,2025-03-17
Financials,BAC,BLK,0.914022842677201,1572,767,0.36636245250701904,0.47000000000000003,0.4781144781144781,0.5714285714285714,0.5001736111111111,0.13157894736842105,0.3402777777777778,31,0.7741935483870968,0.016911716522709015,0.5242632122039794,0.024279666900634767,2024-01-05,2025-02-11
Consumer_Disc,SBUX,TJX,0.684560112216987,1572,782,0.3861892521381378,0.45,0.45392929107895214,0.6305732484076433,0.5099893917963225,0.14705882352941177,0.318953323903819,92,0.5652173913043478,0.00565007721859476,0.519807104110718,0.5361066427230826,2024-01-09,2025-02-27
Industrials,MMM,HON,0.30030467484429235,1572,748,0.3903743326663971,0.5,0.6690909090909091,0.5133333333333333,0.5081835972246931,0.3865546218487395,0.5529265255292652,46,0.5869565217391305,0.010791213657545007,0.49639582824707035,0.1885587387084961,2023-11-20,2025-01-23
Communications,NFLX,WBD,0.4563467742127415,1572,829,0.32086852192878723,0.52,0.5472727272727272,0.39156626506024095,0.45134262063395925,0.30344827586206896,0.4298405007066424,62,0.5967741935483871,0.007652846367128433,0.47447647476196286,0.700782148361206,2023-12-08,2025-03-06
Real_Estate,SPG,AVB,1.5813289785506128,1572,757,0.45838838815689087,0.45,0.47418335089567965,0.506578947368421,0.512987012987013,0.05063291139240506,0.6167965367965368,25,0.76,0.018616315841674804,0.4654078960418701,0.06458225440979004,2023-11-13,2025-02-04
Energy,EOG,SLB,1.0766106669173119,1572,802,0.41022443771362305,0.49000000000000005,0.43886639676113365,0.5962732919254659,0.5598184818481848,0.43478260869565216,0.6097359735973598,62,0.5483870967741935,0.007468343073321926,0.46303727054595945,0.2647586488723755,2023-11-29,2025-02-28
Healthcare,PFE,GILD,0.24514649553364087,1572,833,0.3541416525840759,0.52,0.5965690624075718,0.6047904191616766,0.563695652173913,0.7295081967213115,0.6314492753623189,108,0.48148148148148145,0.004254906451260602,0.45952989673614497,0.2621311664581299,2023-08-23,2024-11-08
Healthcare,LLY,AMGN,3.0292284351299057,1572,834,0.34052756428718567,0.51,0.4115956727518594,0.39520958083832336,0.41773189118321863,0.33986928104575165,0.38380858734841033,67,0.582089552238806,0.006777075924090484,0.45406408691406247,0.8272291107177734,2023-12-14,2025-01-16
Tech,NVDA,ORCL,1.8947342447441577,1572,816,0.33578431606292725,0.45,0.5523790483806478,0.6280487804878049,0.4776094276094276,0.06153846153846154,0.48855218855218857,121,0.5867768595041323,0.003719283742352955,0.45003333282470753,3.889136249542236,2024-02-14,2025-03-07
Industrials,GE,HON,1.4705993078020438,1572,796,0.4396984875202179,0.54,0.5986531986531988,0.5625,0.5492048496299795,0.453125,0.596126594237128,36,0.7222222222222222,0.012319243801964653,0.4434927768707275,0.5931166458129882,2024-01-10,2025-01-21
Consumer_Staples,PG,WMT,0.8962431035675307,1572,833,0.3709483742713928,0.45,0.6430111390585699,0.6526946107784432,0.6015926640926641,0.46296296296296297,0.6446267696267696,165,0.5878787878787879,0.0026110983906370232,0.43083123445510885,0.8971830677986143,2023-12-19,2025-02-12
Energy,EOG,FANG,0.8010540058844599,1572,734,0.42779290676116943,0.45,0.5800817539947974,0.5918367346938775,0.5449392712550607,0.4,0.5742914979757084,136,0.5294117647058824,0.003120443975224214,0.4243803806304931,0.2959318432807922,2024-02-16,2025-03-21
Communications,NFLX,T,-0.17326261625250547,1572,847,0.30932703614234924,0.52,0.4837953091684435,0.38235294117647056,0.5588235294117647,0.4927536231884058,0.632888449497446,128,0.578125,0.0032452578544616695,0.4153930053710937,0.7692378540039062,2024-02-29,2025-02-13
Consumer_Disc,HD,SONO,0.23672973519018123,1572,836,0.3516746461391449,0.49000000000000005,0.5248847926267282,0.5357142857142857,0.575925925925926,0.524390243902439,0.5388888888888889,135,0.5481481481481482,0.0030717293068214693,0.4146834564208984,0.5353150100708008,2023-09-29,2025-01-02
Energy,COP,EOG,1.024793850649936,1572,749,0.435247004032135,0.53,0.24338624338624337,0.5133333333333333,0.515625,0.48226950354609927,0.5256177325581396,56,0.5714285714285714,0.007363194282565798,0.41233887982368467,0.10236391663551331,2023-11-29,2024-12-12
Financials,BRK-A,AXP,0.7943975007584854,1572,871,0.324913889169693,0.45,0.4865056818181818,0.6457142857142857,0.6203095684803002,0.48333333333333334,0.6183552220137586,175,0.5428571428571428,0.002336249215262276,0.40884361267089836,0.6354177093505855,2023-11-24,2025-02-24
Consumer_Disc,LOW,SBUX,1.0798728298165203,1572,799,0.3942427933216095,0.49000000000000005,0.6906693711967545,0.4,0.5285024154589372,0.43529411764705883,0.5335265700483092,137,0.5255474452554745,0.0029484291163674233,0.403934788942337,1.2235177664756771,2023-12-04,2025-01-30
Tech,TXN,AMD,0.47762914754748304,1572,801,0.35830211639404297,0.52,0.5347368421052632,0.6459627329192547,0.6216977466977467,0.4672897196261682,0.6097513597513597,29,0.6551724137931034,0.013891109861176589,0.4028421859741211,0.2727410945892334,2023-11-06,2025-03-13
Healthcare,PFE,ISRG,0.38420296845333823,1572,818,0.3508557379245758,0.46,0.5553447185325743,0.5670731707317073,0.5,0.0,0.4999242768438589,84,0.5,0.00462059884411948,0.38813030290603634,0.6211208119392391,2023-10-12,2024-12-17
Industrials,MMM,LMT,-0.9816804932055797,1572,802,0.38279300928115845,0.5800000000000001,0.6509640230570464,0.4161490683229814,0.5,0.5877192982456141,0.3509050492219753,124,0.5,0.003058343456637474,0.3792345886230468,0.8503843460083004,2023-12-08,2025-01-17
Financials,BRK-A,MA,1.4391632115524744,1572,751,0.4314247667789459,0.45,0.2896341463414634,0.5099337748344371,0.49143330876934416,0.39344262295081966,0.5624539425202653,140,0.5642857142857143,0.0026504528863089422,0.3710634040832519,0.5219552536010741,2023-12-20,2025-03-05
Tech,MSFT,ORCL,0.7728553185931132,1572,770,0.358441561460495,0.48000000000000004,0.6145772594752186,0.6493506493506493,0.6560902520712145,0.6086956521739131,0.6774193548387097,103,0.5825242718446602,0.0035809112845115315,0.36883386230468773,0.2834290523529053,2024-01-17,2025-03-11
Utilities,XEL,PEG,0.4159148610284121,1572,776,0.3543814420700073,0.46,0.4444444444444445,0.42948717948717946,0.436046511627907,0.44025157232704404,0.40232558139534885,131,0.5648854961832062,0.002795255981328833,0.3661785335540771,0.32065327644348146,2023-09-20,2024-12-18
Industrials,HON,UNP,0.8221985014238884,1572,786,0.34987276792526245,0.52,0.47349896480331255,0.3291139240506329,0.5029088558500323,0.38372093023255816,0.552898082309847,63,0.49206349206349204,0.005659044447399321,0.3565198001861572,0.1891393885612488,2024-01-22,2025-03-20
Industrials,UNP,LMT,0.3662696464701476,1572,785,0.3885350227355957,0.56,0.4185450819672131,0.39490445859872614,0.3813497822931785,0.2748091603053435,0.4058417997097242,46,0.5652173913043478,0.0077336301388947854,0.35574698638916014,0.19438235092163086,2023-12-14,2025-02-14
Financials,GS,V,2.0971798754998723,1572,806,0.40074440836906433,0.47000000000000003,0.4436036036036036,0.30246913580246915,0.32267080745341614,0.3687150837988827,0.3304347826086957,128,0.5390625,0.002765690058469772,0.3540083274841308,0.9755142135620098,2023-12-20,2025-02-07
Healthcare,PFE,HCA,0.39489347378405,1572,790,0.3455696105957031,0.48000000000000004,0.5231481481481481,0.5886075949367089,0.5817245817245817,0.6408839779005525,0.611003861003861,137,0.5109489051094891,0.002541471007966647,0.3481815280914306,0.5938181309700011,2023-08-18,2024-11-20
Real_Estate,EQIX,DLR,0.42308645385424254,1572,819,0.3968254029750824,0.5,0.6447368421052632,0.5304878048780488,0.5459091654369569,0.4689655172413793,0.5676340383669454,88,0.48863636363636365,0.003868727857416326,0.3404480514526367,0.29979682922363243,2024-01-31,2025-03-17
Consumer_Disc,LOW,SONO,0.3288177672503152,1572,828,0.3695652186870575,0.56,0.5583765421062041,0.5542168674698795,0.565406976744186,0.6542056074766355,0.46758720930232556,56,0.5178571428571429,0.006031289645603725,0.33775222015380857,0.1909822998046875,2023-11-07,2024-12-26
Tech,GOOG,TXN,1.256950654096414,1572,829,0.36308807134628296,0.52,0.5186813186813187,0.5843373493975904,0.4604519774011299,0.18823529411764706,0.5173022598870056,23,0.6086956521739131,0.014594684517901876,0.33567774391174315,0.33426882362365723,2023-11-02,2025-02-21
Financials,MS,AXP,1.2782012869528974,1572,757,0.422721266746521,0.51,0.48563915857605183,0.4934210526315789,0.5097222222222222,0.6051282051282051,0.5697916666666667,88,0.5454545454545454,0.003727418791164051,0.3280128536224365,0.29323954582214357,2023-11-21,2024-12-13
Communications,VZ,WBD,0.28091539282281475,1572,765,0.3686274588108063,0.46,0.45197132616487457,0.5490196078431373,0.41696428571428573,0.08,0.44047619047619047,78,0.48717948717948717,0.00415710652180207,0.3242543087005615,0.28852053260803223,2023-11-09,2025-02-11
Consumer_Disc,LOW,TGT,0.6140138470366455,1572,865,0.323699414730072,0.46,0.6035612535612535,0.5375722543352601,0.5433089637635092,0.42028985507246375,0.5834392879847425,102,0.5588235294117647,0.0030801658443376126,0.3141769161224365,0.5486670036315918,2023-11-20,2025-03-10
Industrials,MMM,UNP,0.1852900096533477,1572,777,0.36936935782432556,0.53,0.5406658238516646,0.46153846153846156,0.5058823529411764,0.6283185840707964,0.5287489643744822,80,0.575,0.0037982339859008785,0.3038587188720703,0.4903110980987549,2023-10-20,2025-01-29
Consumer_Staples,PG,KO,0.7063609135320702,1572,816,0.36764705181121826,0.5,0.636986301369863,0.43902439024390244,0.50040990326283,0.46511627906976744,0.4038366945400886,115,0.6260869565217392,0.0025644696691761843,0.2949140119552612,0.18719187355041506,2023-11-29,2025-03-21
Utilities,AEP,XEL,1.0593922404056693,1572,812,0.3842364549636841,0.54,0.4331664098613251,0.5337423312883436,0.5,0.696,0.3964004839685421,154,0.5714285714285714,0.0018930511352690778,0.291529874831438,0.3365397690832615,2023-08-25,2024-11-08
Communications,NFLX,VZ,0.9282800288350385,1572,820,0.3573170602321625,0.5,0.6119505494505494,0.5182926829268293,0.50500403551251,0.40601503759398494,0.45843422114608556,74,0.5405405405405406,0.0038485712360691376,0.2847942714691162,0.7961930518150329,2024-01-16,2025-02-27
Consumer_Staples,PG,PEP,0.6488948184423645,1572,813,0.33702337741851807,0.56,0.6107713217804961,0.4049079754601227,0.5,0.5764192139737991,0.3512964698531709,149,0.5436241610738255,0.0019067283476759118,0.28410252380371087,0.43751896286010744,2023-10-20,2025-01-23
Utilities,D,XEL,0.6396260817285447,1572,784,0.39158162474632263,0.51,0.6309250764525993,0.445859872611465,0.4473298599804624,0.445859872611465,0.44692282644089876,69,0.5797101449275363,0.0040302657113559,0.2780883340835571,0.13823208045959473,2023-10-25,2024-12-18
Consumer_Disc,HD,SBUX,0.7337756572959931,1572,826,0.37288135290145874,0.47000000000000003,0.48041310541310545,0.6445783132530121,0.481981981981982,0.0,0.47862407862407863,157,0.49044585987261147,0.0017511907443878757,0.27493694686889647,1.108931434631347,2023-12-20,2025-02-04
Utilities,NEE,SO,0.5699387613010052,1572,768,0.3541666567325592,0.47000000000000003,0.41582936717786,0.538961038961039,0.5042818911685994,0.37168141592920356,0.5009812667261374,110,0.4727272727272727,0.0024778708111156114,0.27256578922271724,0.8794252176284769,2023-11-03,2025-02-07
Industrials,BA,FDX,0.3104343638339987,1572,839,0.35280096530914307,0.47000000000000003,0.5556851311953352,0.5357142857142857,0.4508797653958944,0.23529411764705882,0.5135630498533724,77,0.6493506493506493,0.0035299551827566973,0.2718065490722657,0.36844091796875,2024-01-25,2025-05-06
Communications,META,WBD,0.3862144685043425,1572,840,0.3321428596973419,0.54,0.6771186440677965,0.375,0.5027989426216762,0.5116279069767442,0.4626030166381589,77,0.5714285714285714,0.003418542490377054,0.26322777175903317,0.5215340690612793,2023-12-29,2025-02-10
Consumer_Staples,PEP,CL,1.3000181634026027,1572,792,0.3851010203361511,0.5,0.5618965517241379,0.4968553459119497,0.4332203389830509,0.21568627450980393,0.4247457627118644,43,0.5116279069767442,0.005901843802873478,0.25377928352355955,0.27955540037155147,2024-01-09,2025-03-11
Consumer_Staples,COST,HSY,0.8631495745715122,1572,876,0.3047945201396942,0.51,0.6206587898317222,0.4318181818181818,0.5434752071920214,0.5412844036697247,0.5225453013063632,109,0.43119266055045874,0.002207853229767685,0.24065600204467769,0.4663377208709715,2023-11-29,2025-01-29
Utilities,DUK,AEP,0.9908472669045688,1572,757,0.43989431858062744,0.45,0.5235915492957747,0.3684210526315789,0.4652815746309459,0.5247524752475248,0.5011846181884455,152,0.5460526315789473,0.0015560267251934607,0.23651606222940602,0.18802028661966325,2023-11-06,2025-01-15
Real_Estate,SPG,VICI,1.069518360967252,1572,824,0.39684465527534485,0.47000000000000003,0.6454599761051374,0.6303030303030303,0.5021929824561403,0.14084507042253522,0.6505847953216375,45,0.4888888888888889,0.005201531304253472,0.23406890869140623,0.42157328033447256,2023-12-20,2025-02-12
Real_Estate,O,WELL,0.4501527514040002,1572,834,0.35611510276794434,0.47000000000000003,0.5304347826086957,0.38323353293413176,0.4296716070909619,0.5462555066079295,0.5292066259808195,165,0.503030303030303,0.00137564112923362,0.2269807863235473,0.4372880029678345,2023-10-31,2025-01-27
Utilities,EXC,XEL,1.823649724830189,1572,788,0.3870558440685272,0.47000000000000003,0.5877176558696873,0.5253164556962026,0.5492571059431525,0.6113989637305699,0.5675064599483203,153,0.5359477124183006,0.0014730617797452635,0.22537845230102532,0.6841352005004884,2023-11-02,2024-11-25
Real_Estate,PLD,VICI,0.6005117304267894,1572,805,0.34534162282943726,0.51,0.5269501171744224,0.6024844720496895,0.5835953878406708,0.4666666666666667,0.5709294199860238,44,0.5454545454545454,0.005094811656258322,0.2241717128753662,0.11017407989501954,2023-12-15,2025-02-25
Industrials,GE,FDX,0.6637301892582067,1572,835,0.34371256828308105,0.6200000000000001,0.59263015551048,0.3652694610778443,0.5,0.5350877192982456,0.6067120321682649,46,0.5652173913043478,0.004660969236622686,0.21440458488464353,0.41201761436462403,2023-12-27,2025-02-10
Real_Estate,AVB,VICI,0.3974021869858191,1572,801,0.4107365906238556,0.46,0.6661967418546366,0.6149068322981367,0.6115313368323557,0.5230769230769231,0.631676443346712,141,0.44680851063829785,0.001491691318809563,0.21032847595214837,0.19670038986206057,2023-10-16,2025-01-03
Energy,XOM,SLB,1.0039641886705486,1572,753,0.3891102373600006,0.45,0.35833333333333334,0.609271523178808,0.5,0.0,0.3894620486366986,78,0.5512820512820513,0.002636049478481977,0.2056118593215942,0.3734506359100342,2023-12-11,2025-02-27
Energy,COP,FANG,0.8160519832704562,1572,818,0.3606356978416443,0.5,0.4120749227132206,0.573170731707317,0.5265000795798186,0.375,0.5664491484959414,51,0.6274509803921569,0.003832488658381443,0.1954569215774536,0.26803860545158387,2023-12-26,2025-01-13
Industrials,MMM,RTX,-0.2510547027940014,1572,793,0.36191678047180176,0.5,0.7225296442687746,0.44654088050314467,0.5463917525773196,0.5849056603773585,0.4338210841370137,150,0.5066666666666667,0.0012984580993652363,0.19476871490478542,0.9790776176452631,2023-10-04,2025-01-08
Communications,META,PSKY,0.349548956100341,1572,834,0.3741007149219513,0.5,0.5462519936204147,0.3652694610778443,0.48460774577954324,0.4479166666666667,0.4237007613373055,139,0.49640287769784175,0.0013932184727071853,0.19365736770629877,1.3393071250915514,2024-01-18,2025-02-26
Energy,OXY,FANG,1.0170057468198255,1572,804,0.35323384404182434,0.53,0.5747422680412372,0.32919254658385094,0.5045871559633027,0.49056603773584906,0.6129146083274524,109,0.4954128440366973,0.0017716456597004458,0.19310937690734858,0.396961709022522,2024-01-16,2025-03-19
Communications,DIS,TMUS,-0.16077926017709576,1572,817,0.36964502930641174,0.5,0.6347082868821999,0.5121951219512195,0.5646827348745695,0.5121951219512195,0.5699294966387932,107,0.5514018691588785,0.0017470928798212066,0.1869389381408691,0.3891778068542481,2023-12-28,2025-02-03
Consumer_Staples,PEP,COST,0.6071999932315462,1572,816,0.36151960492134094,0.45,0.462230793956927,0.27439024390243905,0.5,0.430622009569378,0.45359477124183006,164,0.5426829268292683,0.0011132905715849338,0.18257965373992913,0.8393971076011646,2024-01-11,2025-03-04
Energy,COP,SLB,1.1054976035668416,1572,784,0.4030612111091614,0.51,0.5411828737300436,0.5987261146496815,0.6210724043715847,0.5827814569536424,0.5816256830601092,76,0.5789473684210527,0.002401766645280938,0.18253426504135128,0.47460703587532044,2023-12-07,2025-02-18
Industrials,BA,UNP,0.300872422138513,1572,819,0.33089134097099304,0.45,0.4737237237237237,0.573170731707317,0.5476190476190477,0.35185185185185186,0.4987468671679198,96,0.6145833333333334,0.0018966878652572627,0.18208203506469722,0.502495080947876,2024-01-10,2025-05-05
Energy,COP,HAL,1.0072389143239384,1572,816,0.36642158031463623,0.46,0.6587878787878788,0.4878048780487805,0.5115384615384615,0.46153846153846156,0.42980769230769234,158,0.5379746835443038,0.0010494551839707789,0.16581391906738308,1.001522077560423,2023-11-06,2025-02-04
Energy,COP,OXY,0.7648262452792278,1572,779,0.3697047531604767,0.52,0.5011906942663492,0.391025641025641,0.46263736263736266,0.5497630331753555,0.3372781065088758,129,0.5503875968992248,0.0012780333526374752,0.16486630249023432,0.3509863967895508,2023-10-12,2024-12-20
Tech,ADBE,ORCL,0.33048605412353327,1572,814,0.35995087027549744,0.45,0.49872245289045036,0.4233128834355828,0.5359209257473481,0.5607476635514018,0.609450337512054,163,0.4662576687116564,0.0009850581350502056,0.16056447601318352,1.0457653827667235,2023-11-27,2025-02-12
Real_Estate,EQIX,O,0.204155970942661,1572,834,0.3633093535900116,0.54,0.6758095238095239,0.3712574850299401,0.5091857000993049,0.4723618090452261,0.5534591194968553,43,0.5813953488372093,0.0035781886078590564,0.15386211013793943,0.26425683975219727,2023-12-21,2025-03-12
Consumer_Disc,TJX,LULU,0.5679303887126869,1572,833,0.3625450134277344,0.47000000000000003,0.6186612576064908,0.7005988023952096,0.5,0.0,0.5401709401709401,20,0.65,0.007269107818603515,0.1453821563720703,0.0697934160232544,2024-02-09,2025-03-03
Tech,AAPL,ORCL,0.9312903425065007,1572,763,0.3381389379501343,0.47000000000000003,0.554074638233054,0.5359477124183006,0.435971685971686,0.20224719101123595,0.46074646074646075,131,0.5038167938931297,0.0011031485648100622,0.14451246199011814,2.3573668181002123,2023-12-07,2025-03-11
Energy,SLB,HAL,0.8967630517862204,1572,787,0.43074968457221985,0.5700000000000001,0.4916666666666667,0.43037974683544306,0.5085034013605443,0.5263157894736842,0.5579931972789116,25,0.64,0.005623490333557128,0.1405872583389282,0.04127484798431397,2023-12-12,2025-03-10
Utilities,EXC,SRE,1.4711634689810096,1572,814,0.37837839126586914,0.55,0.3574433656957929,0.4539877300613497,0.49453551912568305,0.47337278106508873,0.5080360012857601,22,0.5,0.0063490180102261625,0.13967839622497558,0.15179564094543457,2023-10-25,2024-12-20
Industrials,HON,FDX,0.44010293338219125,1572,787,0.3494282066822052,0.47000000000000003,0.5681159420289855,0.5,0.5452380952380952,0.5269461077844312,0.466156462585034,148,0.5405405405405406,0.000919505557498416,0.13608682250976556,0.3357484073638916,2023-11-27,2025-02-13
Healthcare,JNJ,AMGN,0.6509002767378237,1572,805,0.3888198733329773,0.46,0.4326206673145448,0.5838509316770186,0.5493013655128612,0.40707964601769914,0.5697046681486186,136,0.4632352941176471,0.0009633773004307462,0.13101931285858148,0.5061878261566162,2023-11-24,2025-02-13
Utilities,EXC,CNP,0.9859042512777664,1572,773,0.36351874470710754,0.45,0.47523809523809524,0.3741935483870968,0.4915254237288136,0.5446009389671361,0.4638064971751412,155,0.49032258064516127,0.0007914390333237183,0.12267305016517632,0.2879683420658112,2024-03-07,2025-03-07
Utilities,SRE,CNP,0.5715598794294887,1572,797,0.4127979874610901,0.49000000000000005,0.4033069734004314,0.38125,0.39510718376697757,0.36942675159235666,0.3506791032564228,100,0.46,0.0011860723495483393,0.11860723495483394,0.432193660736084,2024-01-02,2025-02-28
Real_Estate,AMT,AVB,0.29434053450099396,1572,813,0.35178351402282715,0.45,0.5711240310077519,0.4233128834355828,0.4505511328842621,0.5,0.40600122473974276,163,0.4601226993865031,0.0007214476345506909,0.11759596443176262,0.48786444091796877,2023-10-31,2024-12-05
Industrials,UNP,FDX,0.3959865348721195,1572,792,0.3472222089767456,0.5,0.48410630536737886,0.5911949685534591,0.5331595974119339,0.36893203883495146,0.5682961897915169,51,0.5098039215686274,0.0022015255946739045,0.11227780532836912,0.24915008926391602,2023-12-13,2025-01-23
Real_Estate,AMT,O,0.3598769788966375,1572,807,0.3519206941127777,0.45,0.5142056822729092,0.42592592592592593,0.47887984981226533,0.541871921182266,0.5937108886107635,162,0.4876543209876543,0.0006906182324444802,0.11188015365600579,0.7172366523742669,2023-11-06,2024-12-02
Tech,ADBE,PYPL,0.24429778584569412,1572,852,0.30516430735588074,0.49000000000000005,0.39731225296442685,0.4502923976608187,0.4984126984126984,0.36486486486486486,0.4948853615520282,112,0.4732142857142857,0.000995122909545898,0.11145376586914058,0.6578273124694822,2023-11-15,2025-02-05
Industrials,GE,LMT,0.8647226923716981,1572,809,0.3349814713001251,0.45,0.7299475262368815,0.6358024691358025,0.511764705882353,0.06349206349206349,0.5276143790849673,116,0.5086206896551724,0.0009577893101698554,0.11110355997970323,1.0090065122544765,2023-12-27,2025-03-06
Communications,VZ,PSKY,0.26587564176716877,1572,771,0.38780805468559265,0.6100000000000001,0.5630387931034483,0.3870967741935484,0.46868530020703936,0.5454545454545454,0.40743616287094553,45,0.4666666666666667,0.0023915087381998694,0.10761789321899412,0.391727970123291,2023-11-30,2025-02-11
Communications,TMUS,CMCSA,0.15641631085535457,1572,776,0.3298968970775604,0.5,0.6762371615312792,0.44871794871794873,0.4273182957393483,0.2711864406779661,0.466374269005848,76,0.47368421052631576,0.0013535977915713657,0.1028734321594238,0.2871596031188965,2023-11-30,2025-01-06
Communications,DIS,T,1.164962271586519,1572,836,0.33373206853866577,0.51,0.5647328744673877,0.5357142857142857,0.5755430410297667,0.4935064935064935,0.5707160096540627,67,0.5074626865671642,0.0014249720359916114,0.09547312641143796,0.3969616985321045,2023-12-07,2025-03-13
Financials,AXP,BLK,0.9250707334555036,1572,771,0.3527885973453522,0.5,0.5460704607046071,0.5290322580645161,0.49803958177744584,0.3652173913043478,0.47908887229275576,63,0.38095238095238093,0.0015020869043138288,0.09463147497177121,0.3568821620941162,2023-09-11,2025-01-23
Healthcare,PFE,AMGN,0.7003964471081889,1572,822,0.37469586730003357,0.45,0.4422492401215805,0.5333333333333333,0.5,0.0,0.4657615112160567,70,0.5,0.0011728988715580526,0.08210292100906369,0.309151376247406,2023-09-12,2025-01-07
Financials,BAC,MA,1.0410990173583596,1572,802,0.361596018075943,0.46,0.5089587559161596,0.4968944099378882,0.47052154195011336,0.352,0.5285066407515387,122,0.4918032786885246,0.0005021240984807245,0.06125914001464838,0.46173216819763185,2023-11-06,2024-12-24
Utilities,SO,CNP,0.6147473842838732,1572,842,0.36104512214660645,0.5900000000000001,0.3554256010396361,0.3727810650887574,0.5,0.5431034482758621,0.49850254567235697,126,0.46825396825396826,0.0004051466745043553,0.05104848098754877,0.23875108718872073,2023-11-30,2025-01-23
Consumer_Disc,MCD,TGT,0.20566855028479425,1572,809,0.40296661853790283,0.46,0.6245456119092956,0.6111111111111112,0.5078125,0.03076923076923077,0.3156887755102041,64,0.53125,0.0007609288096427913,0.04869944381713864,0.28944303512573244,2023-12-11,2025-02-03
Consumer_Staples,PG,HSY,0.38488120489815936,1572,817,0.33292534947395325,0.6100000000000001,0.6427035330261137,0.4573170731707317,0.5412371134020618,0.600896860986547,0.5020772426527158,31,0.45161290322580644,0.0015086688380087571,0.04676873397827147,0.14732554626464844,2023-09-27,2025-02-18
Utilities,SO,PEG,1.0150383220617292,1572,727,0.4456671178340912,0.51,0.6069389547650417,0.4863013698630137,0.49341238471673254,0.5341614906832298,0.5375494071146245,59,0.5254237288135594,0.000654901599906132,0.038639194394461784,0.1512260317914188,2024-01-18,2025-02-13
Industrials,ITW,UNP,0.790442230444535,1572,778,0.40488430857658386,0.54,0.5020590253946465,0.46794871794871795,0.5263290290122422,0.6028708133971292,0.5445245681703841,33,0.48484848484848486,0.0009840436704231027,0.03247344112396239,0.11023560237884522,2023-12-05,2025-01-28
Consumer_Staples,KO,WMT,0.7670455161991974,1572,828,0.35628020763397217,0.45,0.5185052744502057,0.5,0.5619047619047619,0.6175115207373272,0.6102678571428571,166,0.536144578313253,0.00018038809730345899,0.029944424152374194,0.6188902330398556,2023-12-28,2025-02-05
Financials,BAC,V,1.2029163700681784,1572,790,0.3734177350997925,0.55,0.5226831421006178,0.34177215189873417,0.4440251572327044,0.43478260869565216,0.4945193171608266,45,0.5333333333333333,0.0005281774732801645,0.023767986297607402,0.2652277011871338,2023-12-15,2025-02-21
