Date,NEE,SO,SRE,DUK,XEL,D,CNP,PEG,AEP,EXC,COST,PEP,CL,HSY,MKC,PG,KO,KMB,GIS,WMT,AXP,GS,JPM,MS,BAC,V,BLK,BRK-A,MA,C,HON,CAT,UNP,GE,ITW,LMT,RTX,MMM,FDX,BA,ADBE,INTC,AMD,AAPL,PYPL,MSFT,GOOG,TXN,ORCL,NVDA,FANG,EOG,LNG,OXY,HAL,SLB,COP,DVN,XOM,CVX,AMT,PLD,EQIX,SPG,O,AVB,WELL,VICI,DLR,EQR,CHTR,T,NFLX,META,TMUS,CMCSA,VZ,DIS,FOXA,UNH,PFE,GILD,ABBV,ISRG,HCA,LLY,MRK,AMGN,JNJ,LULU,TSLA,TGT,MCD,SONO,LOW,TJX,SBUX,HD,NKE
2019-03-13,0.0004188058606491296,0.0009668968826712643,0.0027383181871010187,0.0005519384148779949,0.003359575066770315,-0.00039285693804469446,-0.008839217017813983,0.00640592607702084,0.0008415691246295154,0.003431142535577525,0.014573855763425847,8.575926860387995e-05,0.011795365603258112,0.0037985548311345596,0.005763550693465014,0.011231287952955249,0.003684870662573392,0.005841350847273219,0.00532450079734037,0.006687132980202737,0.01536613066321113,0.00314833320052621,0.0033587580013616503,0.0090005558181101,0.012021429365044245,0.004865705097638617,0.009305945353417222,0.006764584747671165,0.006850528204727091,0.013284872155305383,0.009982575509003944,0.007670059907717075,0.012060930440402018,0.026290716699141292,0.008644399451031681,0.005054545322205506,0.015678329124108714,0.004170076264105482,0.013232996093863747,0.004597717267253998,0.003296125634937752,0.014823289704354092,-0.004693868778455457,0.004412168831116503,0.018393918672232168,0.007715152470691322,0.00010055485222526528,0.009902196894350013,0.0049121177112674275,0.036846858699814966,0.028640743911063637,0.018114962874035356,-0.004031808866130859,0.013306648286946832,0.014490356265896231,0.013062564937266874,0.025869869731342643,0.01962538598003105,0.008835760472164722,0.006195583606221078,0.007936301577858629,0.01055590512838478,0.00084333269507475,0.0012354568545625,-0.0008414761996404785,0.002561203696464176,0.006742710325685408,0.000931553997311596,0.01014020551759831,-0.001866977832643002,0.016275104393042028,-0.011492776907420676,0.013770622353400874,0.00839869708733243,0.007641700779196903,0.0017712336618074254,0.003996931034135454,-0.005593961680532722,0.04502366046984019,0.02557706377861102,0.0066875699308823755,0.014091199157260093,0.002410023689571439,0.012697863320203062,0.014940672109669428,0.006537292228010472,0.004544365538888151,0.017064895630158894,0.0016511778887142725,-0.0026098203549898003,0.01957007740939476,0.012263544563232642,0.0012639858882730337,-0.003948668830921154,0.003068951464176628,0.010342979204628122,0.0007135544758440915,-0.008246438441219084,0.005835595687858408
2019-03-14,5.220788573767621e-05,-0.0038738896337111584,0.0008842716039336729,-0.002210253738313739,-0.0015122578127608755,0.004446095278892059,0.0,0.002181970476060169,-0.0024074401162179626,-0.00020153474672390814,-0.010803360998407285,-0.009307211237109314,-0.004067269786352412,-0.0036171771754371917,0.0018663566698249312,0.0013823497612941438,-0.0026228499666589578,-0.00016872764305997379,0.008038902191976671,-0.0028469027574984374,0.001870855086313128,0.001114663478237965,0.009059264948604984,0.006580660511456227,0.005787015006985197,0.011282000926048141,0.0041363916655488,-0.003106354169585046,0.004410277660277018,0.007201192024796299,0.0013533965970999873,0.0014220628028471793,-0.010000081724393262,0.02756063286666155,-0.0022751186775611387,-0.01641317959184363,0.0019723683617653975,0.003478049868877342,-0.002509561828310858,-0.010234168601385818,0.012442123080273149,-0.017252988846995,-0.024243589087809436,0.011055254772496692,-0.0028234373101527765,0.0007857008958485068,-0.006532550301001194,-0.004471842253957803,-0.000188589371583614,-0.018314305326804003,0.007609840029632942,0.012565848961644477,-0.0017327258680541746,0.0023030239937975594,-0.0010532886473111347,-0.0013913311992785893,-0.004911846583748769,0.008510740423405494,-0.0033509246683278704,-0.0005616892236970372,0.003944363258883143,-0.0009745345710436837,0.0036620127716791018,0.009220060309869105,0.008519186901847497,0.0035045732723650858,0.006440950793004774,-0.0027970109479262817,0.004169018342311759,0.0020000823337236184,0.013070178059950699,0.0,-0.006638592733502424,-0.01862997350876494,0.0012447776190285254,0.007805705323664203,0.005016927756537726,0.0034125249122567425,0.02238897300715248,0.004035388656796535,-0.019712336109793505,-0.005080567954189874,0.012840061432601857,0.0028138850643246727,0.007236115113317787,-0.009944075132313657,0.005414170130598528,0.002186003541546633,-0.010020385760135753,-0.008494895532808577,0.0034547582607831195,-0.008202388110288616,0.003728307724269797,-0.018972070085947035,-0.0035650073568298524,-0.007267007189011743,0.009088245306591247,0.002591010454881193,0.010879693167667348
2019-03-15,0.0013606200545828173,0.0063837831908442055,0.0013651071663782766,0.0032038216846146383,0.006035772046411925,0.005205441990834281,0.013067758023129539,0.0015080451237583503,0.009952655369908747,0.007629089030789515,-0.0010268226102985167,0.0013844510172607016,0.014237720015415789,0.003707202174654256,0.003793077848749604,0.010993827539179435,-0.008791161879353915,0.014582768252429545,0.0010530530752936862,0.002034246114094973,0.010359932856532694,0.003992519022156138,0.011421096087848248,0.014880218784597332,-0.0054459688395533945,0.008138312554037519,-0.00018478241546660001,0.006203088776999266,0.007206901942320876,0.016705698469234864,0.0006440923309183333,-0.007659051783701187,-0.0010297314800515878,-0.03356655206146186,-0.01194121472564813,-0.007937421344696993,-0.007674209513072405,0.003369791629421748,-0.006161624759287498,0.01512751958709746,-0.04040339980096075,0.01651721843186227,0.020386792145381527,0.012924203611756724,0.017020879049803206,0.01145376257808195,-0.0009197306270447569,0.03342197847351969,-0.002075715973874459,0.025346698923373046,-0.017618952249147668,-0.009409294258679424,-0.004345342336887548,0.003979350841971652,-0.01771830497169402,-0.01637868173350121,0.008469313629742903,0.004734540057015124,-0.0036115953995423666,0.005682131795690104,0.005305766683977531,-0.0019524995843624993,0.0025618094667283486,-0.02079417303995612,-0.00936075498697475,-0.005513076563236297,-0.00760476267620902,0.0055864774728897615,-0.0012142458966994951,-0.004004371671738838,0.009059858903339268,0.012797638630944519,0.007330513733892818,-0.02493063629269887,0.01536389399290794,0.014936519362161782,0.007563921282696562,0.00418397462698028,0.025502100201966194,-0.007410945393506729,0.014222310020305606,0.012881686141274606,0.017236496263437928,-0.000931068426605286,0.004391549460717847,0.0069630517696834815,0.0009809450976412393,0.018364896050390378,-0.0030477887599165143,-0.01671542577861551,-0.051409539089275036,0.002219984802869668,0.014073424459052575,0.010030212354011692,-0.006668053758189352,-0.006354496669918941,-0.0009897608500581967,0.0034081097311773334,-0.0008060390346651403
2019-03-18,-0.0019365763730241348,-0.0015436406060613805,0.00024056833657892795,-0.006529621415340969,-0.00674844050388046,-0.005597047855231629,-0.00749324743025559,-0.0020109380939681287,-0.003944653546811949,-0.006621683443442272,0.012718557116045304,0.013823988058419445,-0.01363404122511458,-0.0024400221621494467,0.0051298379252591175,-0.009120128183197629,0.0024254982758957766,-0.005171789907580049,0.0023123687523658454,0.012520311148410457,0.00026445982503453536,0.021012167055939557,0.0059887296228486875,0.016026013046473775,0.01759185972799404,-0.003221483343304854,0.015858326703976466,0.00889764572399443,-0.003379974898743754,0.011287373203665574,0.010119072169217702,0.010721122088566126,0.007486767822532769,0.023810391389650132,0.015248747032607035,0.0050185671182241265,0.007752672678254413,0.0019684633169747556,0.024531115476300158,-0.017863517753692548,0.0026027534156831678,-0.004242500228274881,-0.0017189911727735208,0.010157005011845577,-0.004577161976390798,0.014219771805987769,-0.00016893733169354164,-0.008433395867069926,0.009774435826744643,-0.005077497855947355,0.020780639930079836,0.03396879731471003,0.01168941005856361,0.02324981863628217,0.03167063265675729,0.022624963145123633,0.00029573497835189144,0.028929759674154454,0.011536340372303222,0.004538295451616214,-0.00042311644219417133,-0.011088662096871538,0.00562280734106313,-0.010045282383285503,-0.0032337482469539935,-0.008935695949783273,-0.019862274787874057,-0.00278946652496348,0.00346517949897418,-0.010488455580600409,0.004009686521306399,0.00422985311892532,0.0054628872783495375,-0.0337603421272652,0.0029903343148092176,-0.01368316562438432,-0.005495706210423723,-0.01613484239108942,0.0,0.014218297503203026,0.0007179587197954085,-0.009337948723040501,-0.008519456156301786,0.002290416551743668,0.017971330022891863,0.010434125998386001,-0.0027007364083289076,0.0003656457261698165,-0.0031299971849847452,0.017755314667371458,-0.021802224404734893,0.01578912451345449,-0.007474129713434863,0.01780456024901378,0.017226047599598893,0.011141306050903577,0.0024027695975226138,0.0065089685249013485,0.011682746429062973
2019-03-19,-0.012494755140862956,-0.01537447391805502,-0.0057927535485848836,-0.010492360390085054,-0.008230468126404045,-0.01870928724218235,-0.010188881940062622,-0.008254268136888676,-0.011081955627548545,-0.01194971781359433,0.0019421609409144835,0.0069680213911489375,-0.00817947854171841,-0.010825312439204815,-0.002918094759706946,0.0038344392411726602,0.003297586635069738,0.00308974841868892,-0.008011681331563825,0.0019047115652490731,-0.007780289898001058,-0.006689654542459067,-0.0036451414415559213,-0.0018187581147501852,-0.0057170278735085844,-0.002390542934861628,-0.013508411644001406,-0.006784339239683135,0.0026875721764030303,-0.004560637484623875,0.001973574995188798,0.000372557258752515,-0.033582262546457464,-0.0009807012148845828,0.004187325438350875,-0.0035003717147237268,-0.0030779394196107646,0.0025388512589996637,-0.005442607726290127,0.0030841772687537627,0.010266806547254426,0.0012928546652810624,0.11179140598811665,-0.007956306642400435,0.012586322703541875,0.0006801153171398511,0.012244629133632223,0.0019106525204310998,0.01079080129846366,0.03923186243953203,-0.013094734701237343,0.010389466140352077,-0.012270133491164792,-0.012615111195247941,0.013418347358839622,-0.0025399666397047937,-0.003853202024346025,-0.008889171900860138,-0.0025934282462642955,-0.004777881470642065,0.005385375274548743,-0.005945590108653143,-0.0012392984945917007,-0.005349207844324688,-0.013611792300614045,-0.003962969207157663,-0.006620597368253378,-0.0041988438802467165,0.0,-0.00650921614314548,0.00863757397074938,-0.00390393731001204,-0.01290492881406502,0.006831426195228474,-0.014904377676486114,-0.003513270284345893,-0.009864009809955387,-0.027968980480552297,-0.033157649036895886,0.008318403541926145,0.011651437010125498,0.0072025418913024275,0.0021054868812173666,0.005756479312854168,0.013781890072157132,0.010721914944789468,0.006860586756896936,0.0009404219954056714,0.009216246907289616,0.004562455345547889,-0.007523861011180966,0.007419277554861381,-0.00457680660848947,-0.01481504810705081,0.015293229901148564,-0.0024863644869461687,0.007593881836643668,0.003863414905481477,-0.0014815642103602755
2019-03-20,0.007241841660983184,0.0037191183674147865,0.008996772166774747,0.0029132574288617263,0.0030496755205948745,-0.003330491077585762,-0.00033058449069134355,-0.00389776086444682,0.0037476933508928667,0.00040746226641497074,-0.0002955096280734537,0.0019458234560545407,-0.009781288154362855,0.0042895196215697595,-0.0065069687037944135,-0.0017680038544058974,-0.0006584213551548146,-0.00308974841868892,0.02198362285225297,-0.012192268547916552,-0.017007237228061634,-0.03439554812105161,-0.021579475432593753,-0.021155128556508362,-0.03465791437453447,-0.005448543107878123,-0.010757716873843748,-0.007808909840624878,-0.00486015148394614,-0.020473166362466433,-0.006060430910761916,-0.008534049918180742,0.0015541161583971785,0.002939531932657058,-0.0022629509527023473,-0.0020924301264155787,-0.009530320890705823,-0.00345060071540626,-0.03557359833156237,0.007284062443752681,-0.0026146707781711243,-0.006482035237728834,-0.01160551643394836,0.008700789373346396,0.007554556133872126,-0.0011056214896605354,0.020737049347264502,-0.003551205110262856,-0.026248132041873706,-0.007482904691589187,0.01919783535972286,0.031893556826345204,-0.006850017443582601,0.016339094474306037,0.028303646612803934,0.023761528549269606,0.002817133534712468,0.03285389287125584,0.0055490506661159955,-0.004720455616840091,0.008546278722886491,0.00693297538462101,0.010161397726616173,0.003109523729460939,0.009802153469955055,0.0012213064545605334,0.0030509961904110483,0.0028009936771806743,0.008096695294127265,0.0016313309541553522,0.005505665373214619,-0.00555635662721965,0.044803162196723534,0.023670203459830397,-0.0073279096679925715,-0.007823559263759439,0.002952021186836351,-9.090586696558489e-05,-0.043573109544218,-0.026122986945637194,-0.0030780180433649384,-0.013683222970940268,-0.004836835577769705,0.011730753168048835,-0.011336191868114298,0.012325885682011872,0.0020733638440617597,-0.0019338358191030025,-0.008341499966775245,-0.004423864019906354,0.02265977238418948,-0.011794642160298352,0.010106432912044383,-0.004987560489631893,0.0013522604897655555,0.0061093569483183785,0.003496238102444593,0.010642072816954062,-0.011469350385126198
2019-03-21,0.010686686096391007,0.007591367126188242,0.014306867393390377,0.005912158233992493,0.011575189491363158,0.0022656890347976244,0.011826719504548944,0.009968798743910767,0.014614428137422308,0.01134074536374019,0.010744764084011926,0.009421334774950552,0.01099724944160485,0.015364112272426844,0.027524898939149445,0.00754143340484692,-0.0004395320507235567,0.01568324639994234,0.03559810485873527,0.004249125469475423,0.009434566230781982,0.0013370104803138716,-0.015912415525882295,0.002321362067966515,-0.016191905559648667,0.013244787845742678,0.0010230205810550785,0.005272405602712027,0.025679835210723923,-0.006083788394948275,0.01372600989932149,0.007863016736266992,0.009950330853168765,0.004880662722502205,0.005544964500771243,0.01018540815700586,0.01245099054901555,0.006269356692429895,0.02214394992775759,-0.00924079483684448,0.016949568187117237,0.01512114200723813,0.08177715816761966,0.036168042097356246,0.017824753445184527,0.02271500132629445,0.006165565312221233,0.023350262105918063,0.026248132041873706,0.0532577275249686,0.006916721291217343,0.010168288859889962,0.0132204213720728,-0.0002974954545642561,-0.0019951739219865594,-0.0015816067508871434,0.008844671168541485,0.012718865395695111,0.00576295663881865,0.009339699847787486,0.016414485515467092,0.01594654780426019,0.022530310911368367,0.024083747619136453,0.024161833255075482,0.010218613459541004,0.02833631748711607,0.01434879135184941,0.024070909935900886,0.015767414232384702,0.01051178626382221,0.017866167202618577,0.007037684475121431,0.003860907907768052,0.002771544570290274,0.014587922019449806,0.010693673937088644,-0.012165521173092664,0.035609103638207795,0.006049541580330775,0.004259565958285361,0.004941256460013754,0.010020669143783856,0.015026360942721695,0.013456809783571444,0.0011698535909649976,0.01054374112369505,0.004020632828553694,0.0058826975998336195,0.031101172803185584,0.0015339040136068682,0.02483712518503456,0.007540693428923717,0.00796816208033313,0.026294895813236963,-0.0009521849758682421,0.008756903172383979,0.020582112123270768,0.015112036103532844
2019-03-22,0.010470680951019773,0.005993215401883134,0.0015877639625148099,0.008748208589012485,0.010392033957918212,0.005443834957947757,0.0032605999144768028,0.0025186274054043167,0.01240946552885358,0.012407742262828148,-0.008300201519757522,0.010659705854980217,0.0025794196263859703,0.00447435623338599,-0.00637156779793191,-0.008131164907053012,0.009186271656499212,0.004845419711572596,0.013891779946480831,-0.007905410861437812,-0.021331373063833148,-0.02930791577103875,-0.03069866300369739,-0.03323798391141963,-0.04240523060756285,-0.01767738536569219,-0.03067286389608359,-0.019381056883201353,-0.02190260532100652,-0.046929676286433075,-0.016672993082209153,-0.032523459098772634,-0.012313418689723576,-0.02864413844848057,-0.033461225195967614,-0.01686337526493631,-0.01372878776341846,-0.023898749734287072,-0.028332192198258888,-0.02865996383503422,-0.017142039911230533,-0.02558066057654651,-0.056041147564649396,-0.02092551880604132,-0.028041959263958915,-0.026722424523510924,-0.02137089664598424,-0.02289425026765013,-0.023781631506871292,-0.03563875775781855,-0.04381249175095281,-0.03348527706081583,-0.024692805068108115,-0.030195458379664863,-0.044588007050830214,-0.04037927906522398,-0.030849983734582587,-0.04227124556961437,-0.016146309912698165,-0.022254617220335504,-0.005458931028427649,-0.01383350120039939,-0.014926762443590036,-0.0032603311404022506,0.001791749317686886,0.004570004325138655,0.0019295185277972138,0.006413553671987593,-0.002431616899698952,0.0023954086694608634,-0.015102385457689493,0.0003219575151236498,-0.045644481046204,-0.010532090862564125,-0.0049941917616598275,-0.014841224422069033,0.024906011734114664,-0.0039652647664381035,-0.03302327752686063,-0.019755875130379685,-0.011876841289452766,-0.01787289388601776,-0.01838585874687837,-0.029355011336591907,-0.01820590837225211,-7.807357145495075e-05,-0.007988426682501881,-0.027419192849891694,-0.008654342450820529,-0.03902998982299977,-0.03524648030453026,-0.014828411419932408,0.0023578357438402975,-0.023081761162491166,-0.01325181223183769,-0.0028617669590360606,-0.004160570982063128,-0.006442789600341392,-0.06841692421345336
2019-03-25,-0.001651606991819321,0.0032714470887489355,-0.008203645009514648,0.0007714328730097364,0.0,0.005546058693671974,0.002600831692975536,-0.0008387842547290525,0.002111946988886615,0.001986370305447238,-0.00248669415910463,0.001076089671882663,0.003931338730836842,0.0037427971291430495,0.010897596964371203,0.0029466140668956697,0.0021749612925918704,-0.0011474911665443344,0.006874137894735899,-0.001119778839931751,-0.003844213394082807,-0.002384274661364927,-0.008354877328769383,-0.011329791344656837,-0.006313767203096621,-0.0002614771273456995,-0.004683302761321784,-0.006143824322251135,-0.0014744347842521321,-0.010716608746946132,0.0006413955295911933,0.012330238458623022,0.005463872367869271,-0.010070483951673648,0.002749334507659462,0.0003739656676584602,0.00199537204718947,-0.007110144317030276,-0.011096448230362377,0.022631648045176256,0.009885844226726448,-0.009053280334661462,-0.01528503295579764,-0.012164697611891206,0.0027611471008590627,0.0051979833588555735,-0.010423254678778804,-0.023710650862823535,-0.0005683444331379128,-0.021180500651090117,-0.0038545179031457266,-0.009653624120315563,-0.007423790743072978,-0.0016879582955642292,-0.017202230928595075,0.0,0.015022553303977393,0.015696952993727642,-0.0069825542869823565,-0.0016260503539182736,0.010479713590314077,-0.001689976421674011,-0.01185283182606689,0.0021375437389936636,0.008913304635187913,-0.0021066977797730146,0.007425435566209337,0.00045646411211697213,-0.01199245354679146,0.0009403433813943707,-0.010980859113048247,-0.009702690118717161,0.014355874365580057,0.011795734639389543,0.00568598907354545,-0.0071211513229409995,0.005340419773177896,-0.004073738552968997,-0.033616666558814234,-0.000931154577742177,0.0009554302229353162,0.0003138155010899979,-0.003139287129222623,0.0025978972258213773,-0.013328502863993563,0.012162600631434373,0.0007289177937233049,-0.0005891577629393296,-0.002193772957168605,0.023259235617665297,-0.01565885501907882,0.0026781685667964794,-0.005852060517164581,-0.00713203716872135,0.010238131557236407,0.008560689664173005,0.004713754083352839,0.004914932786888926,0.0017018384131324282
2019-03-26,0.007153831349705708,0.00917952054071769,0.0035128374374155946,0.00833782003590322,0.005068429098616267,0.012302398076368348,0.004211949181050834,0.005690402895474733,0.007705905358652565,0.005937368917769081,0.00882304050694227,0.009635217173521227,0.009911495147014726,0.0073560051712524555,0.009886470114919277,0.010342537387199258,0.013165162235982741,0.009551403309920659,0.01380154340986195,0.0015268649463209272,0.004209784962494467,0.011498173735643213,0.00995742952501999,0.015157325646258712,0.013691230380357133,0.01472493519995588,0.017325973386190796,0.0052670187608026,0.01237842292245439,0.014644259407741167,0.00989110455728337,0.0034948440416986415,0.0019174267060622086,0.022022847073065677,0.008482641400400226,0.002716333385245129,0.005883973432060152,0.01963764079055874,0.017741172238927128,-0.0002158831728635846,0.01257928691562249,0.012427261272830226,-0.010840167324373429,-0.010385607685662546,0.01563288093902493,0.0021225058170513122,-0.007049181545207617,0.011325771608126978,0.010186419373124256,0.017624684084195374,0.016012831363748425,0.02122160156283126,0.0025302418720851705,0.029501116489695,0.008111090244705021,0.013564340257300689,0.02197216155191173,0.024993137588959602,0.012929288999079525,0.01003965320627831,-0.003275888894081369,0.016910584083762004,0.0033337092193272966,0.018150363358631516,0.009916502322872667,0.008499283857136497,0.004073778632025515,0.00818173842287262,0.010059621721834056,0.008956488082817238,-0.002272498247162247,0.019949593104743535,-0.017240840905550225,0.008324229591746501,0.014143821534140955,0.011420078181302085,0.00911309649058678,0.021567460854899245,0.0026677765651248464,-0.014156417550123201,0.012572670321615131,0.007029547243648793,0.015599185285789297,0.008705242996129847,-0.022179872843124393,0.008816299814691675,0.006897901329904421,0.008963242601453203,0.014245267620558444,-0.020818317716315704,0.02783267714915949,0.01390979122952185,0.009432155140315146,0.006116269827894705,-0.0006605881340746578,0.0009468557914003028,0.009087331867188908,-0.00179398959248811,0.012672853059201294
