,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
LNG,0.06098921623943335,0.060989216239433576,-0.065718883596912,-0.06571888359691033,0.07802084571649053,-0.07802084571650295,0.5649667221596213,0.5649667221596228,0.06070768897311796,-0.060707688973100096,-0.2325430148418444,0.2325430148418444,0.18674983267627424,-0.18674983267627657,-0.2509665999572137,-0.2509665999572107,0.09699733241261527,-0.09699733241261217,0.0407038116288569,0.040703811628841007
OXY,0.0642113105192657,0.0642113105192658,0.1495256648550482,0.14952566485505125,0.197436265855534,-0.1974362658555368,-0.027324433241580882,-0.027324433241593067,0.06911943609746096,-0.06911943609743391,-0.6354564610926431,0.6354564610926438,0.05719334531559103,-0.057193345315590303,-0.033023708628466146,-0.033023708628466035,-0.13386066720867473,0.13386066720867723,-0.05411604870801841,-0.05411604870801992
HAL,-0.011405431397241114,-0.011405431397241017,0.14775978667634887,0.1477597866763488,0.1466469556347689,-0.14664695563477287,0.08737978122192683,0.08737978122192652,0.11539929657381892,-0.11539929657381268,-0.47595364446320976,0.47595364446321037,0.14889674202862208,-0.14889674202862382,-0.2918036369460215,-0.2918036369460243,-0.3160054105923775,0.3160054105923688,0.04322631883241978,0.04322631883242618
SLB,0.005025119807523698,0.005025119807523833,0.011523787607100202,0.011523787607100643,0.018265678184275123,-0.018265678184278857,0.35994722999036327,0.359947229990367,0.07187547229584292,-0.07187547229584351,-0.3624049012304626,0.3624049012304632,0.16867718353211175,-0.16867718353211145,-0.22108287509793043,-0.2210828750979336,-0.389821595360425,0.3898215953604266,-0.06443915769145882,-0.06443915769146216
COP,-0.09081480588434998,-0.09081480588435001,-0.12368138059980008,-0.1236813805998,0.06330692558628287,-0.06330692558628413,0.19098147802676227,0.19098147802675133,-0.043997870649253236,0.043997870649264734,-0.1736196386716794,0.17361963867167932,0.14164559597739665,-0.14164559597739992,-0.44061196434888983,-0.44061196434889116,-0.3085639725452663,0.308563972545272,-0.3073763176537702,-0.3073763176537717
DVN,0.04581462785097214,0.04581462785097185,-0.17449046291120182,-0.17449046291120215,0.12788679715314186,-0.12788679715314344,0.4800569154987525,0.48005691549875895,0.21903990803336165,-0.2190399080333556,-0.24656279782456658,0.24656279782456664,-0.20867230609787474,0.20867230609787166,-0.19631388525042862,-0.1963138852504298,-0.07585000450606066,0.0758500045060539,0.15503622990581759,0.15503622990582358
XOM,-0.17102527248679616,-0.171025272486796,-0.120669652759111,-0.12066965275911239,-0.2046834468624679,0.20468344686246961,0.2277015464105824,0.22770154641058105,-0.29680997518357416,0.2968099751835701,0.21368516851776442,-0.21368516851776542,0.11836843011701262,-0.11836843011700926,-0.1830750395001736,-0.18307503950017215,-0.40976692036726237,0.4097669203672688,-0.11511683821219762,-0.11511683821220758
CVX,-0.19193177615103044,-0.1919317761510305,-0.10303525898037491,-0.10303525898037584,0.06859789298437108,-0.06859789298436852,0.13762481201095253,0.13762481201095417,-0.35494372782400974,0.3549437278239938,0.1894187672889205,-0.1894187672889205,0.29430793993514953,-0.294307939935153,-0.3010498477586554,-0.30104984775865723,-0.2358097481396921,0.23580974813969208,-0.1848803340609068,-0.18488033406090118
AMT,-0.33550675012351605,-0.33550675012351566,0.2344913189104801,0.2344913189104782,0.08273481271960088,-0.08273481271960258,0.29740954933209696,0.2974095493321047,0.17854239705518188,-0.1785423970551746,0.3264525915071396,-0.32645259150713957,0.27253521330325203,-0.2725352133032523,-0.013387874465526639,-0.013387874465527754,-0.03502393428770332,0.03502393428769472,0.15172843179057188,0.15172843179060005
PLD,-0.3843057525153681,-0.3843057525153682,0.01833539534286373,0.01833539534286269,0.3225078335322592,-0.3225078335322597,0.09903312898241833,0.09903312898243076,0.22414363078823418,-0.22414363078823668,0.30145766766271215,-0.3014576676627123,-0.1334213601457199,0.13342136014571865,0.09324503751407008,0.09324503751406957,-0.14349709735256003,0.14349709735256644,-0.22349414445836668,-0.223494144458362
EQIX,-0.18002395033515312,-0.1800239503351523,0.027443391232657995,0.027443391232656256,-0.5090340565145095,0.5090340565145062,0.2186138715525691,0.2186138715525808,0.05268486471875395,-0.0526848647187598,0.005277226984838732,-0.005277226984837952,0.21450634238368024,-0.2145063423836777,0.24569062019352272,0.2456906201935214,-0.16621054378283884,0.16621054378283828,-0.1520664372009417,-0.15206643720092272
SPG,-0.09294907932937325,-0.09294907932937313,-0.15446492745186802,-0.15446492745186866,-0.23553398827479563,0.23553398827479985,0.24990199510646185,0.24990199510646258,-0.4166430923226252,0.41664309232261837,-0.1838482756356925,0.1838482756356935,-0.2567285413946104,0.2567285413946055,-0.016092121966317468,-0.01609212196632311,-0.010210339665329481,0.010210339665320008,-0.27551657268095864,-0.27551657268091706
O,-0.10309085636698613,-0.10309085636698638,-0.40175333185148726,-0.4017533318514862,0.0809316169102041,-0.08093161691020731,0.22345002465028532,0.22345002465028507,0.11408582341331451,-0.11408582341330342,0.40983414713709393,-0.4098341471370943,0.1664190289223569,-0.16641902892235855,-0.14967288756422792,-0.14967288756422972,0.19759801953731715,-0.19759801953731912,0.03694385605225642,0.036943856052263135
AVB,-0.19142658757483313,-0.19142658757483297,0.020802231753740935,0.020802231753742337,0.1920480959872641,-0.1920480959872677,0.2612169973653159,0.26121699736531895,0.19675833199814133,-0.19675833199814166,0.2876516492504283,-0.28765164925042835,0.1832826740945359,-0.183282674094537,-0.04931566440237353,-0.04931566440237462,-0.025566815143382268,0.025566815143390702,-0.44684537582500305,-0.4468453758249891
WELL,-0.2329712823316598,-0.2329712823316593,-0.23204241900288763,-0.2320424190028864,-0.3497550287402014,0.3497550287402011,0.35469477160501817,0.35469477160501955,0.07035990889510636,-0.07035990889506595,-0.24808471815401606,0.24808471815401595,-0.1301997054970184,0.13019970549701848,-0.20291957460769747,-0.2029195746076998,-0.015767074554708795,0.015767074554703615,-0.13736911729811688,-0.13736911729808626
VICI,-0.38910026537335307,-0.3891002653733527,0.07299158368916418,0.07299158368916411,0.05771705840471566,-0.0577170584047148,-0.312819679748344,-0.31281967974836977,-0.10813042931492035,0.1081304293149857,0.1162506790564883,-0.11625067905648942,0.1656217855820447,-0.16562178558204335,-0.3204490428891831,-0.3204490428891808,0.29167078215107767,-0.2916707821510835,-0.04110208139066685,-0.04110208139066222
DLR,-0.23737080121856413,-0.23737080121856355,0.34304488178069265,0.34304488178069364,0.0686979476378008,-0.06869794763780399,-0.17206408674115978,-0.17206408674114376,0.20997320728475674,-0.20997320728478705,0.22487156981208808,-0.22487156981208767,0.34283478017699465,-0.3428347801769923,0.1140652568664881,0.11406525686648569,-0.20860204391028306,0.20860204391028314,-0.15143480816324587,-0.15143480816321972
EQR,-0.21454127376601376,-0.21454127376601348,0.07677819623691194,0.07677819623691202,0.06706447404142168,-0.06706447404142607,0.334173090435648,0.33417309043565585,0.2812405995761973,-0.28124059957619374,0.2468256947935626,-0.24682569479356256,0.12619886946716546,-0.1261988694671637,0.15213487983249968,0.15213487983249938,-0.08138445193004056,0.08138445193005008,-0.38235330336091666,-0.382353303360901
CHTR,-0.22537900393621654,-0.22537900393621674,-0.06270086975044402,-0.06270086975044296,0.19680012439363812,-0.196800124393633,-0.04449059850253253,-0.044490598502513745,0.3980032217092523,-0.3980032217092948,-0.12138792226327058,0.12138792226327019,-0.40205154271059784,0.40205154271060217,0.26250965901572876,0.2625096590157304,0.0033169988526996186,-0.0033169988526980682,-0.02922061745619654,-0.02922061745621426
