Ticker,ADBE,ADBE,ADBE,ADBE,ADBE,INTC,INTC,INTC,INTC,INTC,AMD,AMD,AMD,AMD,AMD,AAPL,AAPL,AAPL,AAPL,AAPL,PYPL,PYPL,PYPL,PYPL,PYPL,MSFT,MSFT,MSFT,MSFT,MSFT,GOOG,GOOG,GOOG,GOOG,GOOG,TXN,TXN,TXN,TXN,TXN,ORCL,ORCL,ORCL,ORCL,ORCL,NVDA,NVDA,NVDA,NVDA,NVDA
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,175.85000610351562,177.8000030517578,175.25999450683594,177.6999969482422,2432800,38.93582238870792,39.37236065949834,38.793106414400064,39.33038330078125,23370800,10.420000076293945,11.020000457763672,10.34000015258789,10.979999542236328,44146300,39.81283531119191,40.313537247208004,39.60225752847971,40.304176330566406,102223600,73.84022269079433,74.10381282730249,73.03950333588605,73.44731903076172,7296500,79.03551220948854,79.2006859790357,78.4574075165561,78.8703384399414,22483800,52.02678907009557,52.9498661229892,51.87244815150404,52.85358810424805,24752000,83.98658579486745,84.39409543164189,83.49917386166679,84.35414123535156,4236200,42.0827669422829,42.28623587637701,40.844256572083914,41.251197814941406,25380000,4.840270887301392,4.932240895881997,4.808625840562188,4.928532123565674,355616000
2018-01-03,178.0,181.88999938964844,177.6999969482422,181.0399932861328,2561200,38.17187915134584,38.79310431672374,36.64399688740861,37.995582580566406,116479000,11.609999656677246,12.140000343322754,11.359999656677246,11.550000190734863,154066700,40.36734988159022,40.839976206320266,40.23398716613362,40.297157287597656,118071600,73.90487481398563,76.44130933249721,73.6562043167499,76.34184265136719,9945400,78.97129014557262,79.38422813157698,78.88870674895144,79.2374038696289,26061400,52.819347085920995,53.910164817581695,52.76475622018498,53.72108459472656,28604000,84.60185424118957,86.70332095370536,84.37812533555797,86.63939666748047,6918900,42.04737831098563,42.525089722022884,41.96775974247942,42.20661544799805,24165000,5.045967551442448,5.283308751359066,5.037314533526364,5.252899169921875,914704000
2018-01-04,181.92999267578125,184.05999755859375,181.63999938964844,183.22000122070312,2211400,36.534867788574346,37.48349920379238,35.8380845431034,37.29880905151367,89209100,12.100000381469727,12.430000305175781,11.970000267028809,12.119999885559082,109503000,40.369685025177354,40.587281691749936,40.262059483979016,40.48433303833008,89738400,76.91876049909429,77.51457404276445,75.8544510679359,76.32195281982422,8650000,79.45766529854993,80.43953719404008,79.43931575889103,79.9348373413086,21912000,53.99502898076155,54.271455336055325,53.79661553689371,53.91562271118164,20092000,86.67933785903004,87.2626301188469,86.33575249234103,86.52751922607422,5460400,42.45432004437788,42.6312471990269,42.21546433599872,42.62240219116211,19815100,5.334238289141166,5.390854021644087,5.258338350305627,5.2805891036987305,583268000
2018-01-05,185.0,185.89999389648438,183.5399932861328,185.33999633789062,2376500,37.298791454219234,37.9032293383815,36.85385979083408,37.55903625488281,41824000,12.1899995803833,12.220000267028809,11.65999984741211,11.880000114440918,63808900,40.58027326932576,41.03183939645067,40.48902395207468,40.94527053833008,94640000,76.6999304971358,78.51025145411795,76.6004638137718,78.2814712524414,11822100,80.43952195338234,81.1277450761828,80.22846378196444,80.92586517333984,23407100,54.29279721142535,54.80148276178872,54.193539370259614,54.70123291015625,25582000,86.85511260129661,87.27860632345578,86.52751138154233,87.19071197509766,5254900,42.83472067303797,43.02049960460846,42.710870301770655,42.87895584106445,14496400,5.295422965695073,5.362669410950492,5.218534182020632,5.325337886810303,580124000
2018-01-08,184.9499969482422,185.60000610351562,183.8300018310547,185.0399932861328,2088000,37.16447228023004,37.64298453771792,36.90422747956646,37.55903625488281,33733800,12.010000228881836,12.300000190734863,11.850000381469727,12.279999732971191,63346000,40.793174743652344,41.08797929939686,40.6949029882612,40.793174743652344,82271200,78.28147100976443,78.7589217127816,77.35940643424676,78.6296157836914,7963600,80.93502597318206,81.2837301242538,80.38444894634434,81.00843811035156,22113000,54.70123129291965,55.149866120086365,54.67095982938128,54.93497848510742,20952000,86.73527101277406,88.18951479292832,86.62340657554331,87.60621643066406,4549400,42.72854703833913,43.40972718945294,42.410072850839875,43.330108642578125,15075000,5.448952867740209,5.562678513220074,5.4039567039345675,5.488509654998779,881216000
2018-01-09,185.57000732421875,186.97000122070312,183.92999267578125,186.6999969482422,1804300,37.52546581799081,37.64299472674081,36.509676589597234,36.61880874633789,44282300,12.0,12.020000457763672,11.710000038146973,11.819999694824219,62560900,40.83997607024875,40.959300980537996,40.57324707008062,40.78850173950195,86336000,79.67402413757944,79.96248281902511,78.10242480645658,78.76886749267578,9620400,81.34796589471098,81.42137803359573,80.62303677539958,80.95338439941406,19484300,55.05707022920225,55.11513313683671,54.65165974931023,54.90123748779297,18050000,87.59024330255953,88.67693169306895,87.15876355078476,88.20549774169922,4747800,43.73863718272251,43.836328081931555,43.44556448509541,43.56990051269531,14153700,5.493948628878952,5.533505416633515,5.40544028091156,5.487026214599609,497000000
2018-01-10,185.2100067138672,187.27000427246094,185.07000732421875,187.11000061035156,1664300,36.37536447912948,36.602025588860684,35.62821032317314,35.67858123779297,45735000,11.630000114440918,12.149999618530273,11.5600004196167,11.960000038146973,52561200,40.51476485862804,40.78149393135728,40.47732832242,40.779151916503906,95839600,78.08253804003293,79.06230043018876,77.28678939390527,78.94791412353516,6248600,80.6230174009536,80.92583715035768,80.21008647065003,80.58631134033203,18652200,54.44664243634598,54.81885082362177,54.39751141387192,54.7200927734375,20856000,87.77400840604693,87.8858728373126,86.46359127165957,87.6541519165039,5737400,43.3922837595624,43.75640225113103,43.143618464191796,43.33899688720703,13476600,5.394561406614446,5.533504808749186,5.340170947315524,5.530043601989746,582664000
2018-01-11,187.2899932861328,188.94000244140625,186.19000244140625,188.9199981689453,1600100,35.93042708453486,36.58523612259174,35.636604774294796,36.44252014160156,35371500,12.069999694824219,12.1899995803833,11.899999618530273,12.140000343322754,38354900,40.849323221374874,41.059900950094274,40.82592807605676,41.010765075683594,74670800,79.02748195154498,79.44525415950957,78.49036034911603,79.32588958740234,6267500,80.87080562636876,80.87080562636876,80.05411471645212,80.8249282836914,17808900,54.90321310488705,54.91437890132685,54.5702118735938,54.864505767822266,19566000,87.9338090224491,88.50112317209768,87.43840510060006,88.42920684814453,3903700,43.401164579736104,43.5343800709203,43.019283785339475,43.47221374511719,11687800,5.562679579998581,5.594078015789105,5.51842516230587,5.5399346351623535,406032000
