Ticker,CHTR,CHTR,CHTR,CHTR,CHTR,T,T,T,T,T,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,TMUS,TMUS,TMUS,TMUS,TMUS,CMCSA,CMCSA,CMCSA,CMCSA,CMCSA,GOOG,GOOG,GOOG,GOOG,GOOG,VZ,VZ,VZ,VZ,VZ,DIS,DIS,DIS,DIS,DIS,FOXA,FOXA,FOXA,FOXA,FOXA
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,357.3900146484375,359.55999755859375,353.0799865722656,354.0,644600,15.496014123828926,15.712652656493612,15.428049220174781,15.674422264099121,41285233,21.718000411987305,22.2549991607666,21.600000381469727,22.12299919128418,81994000,176.82480697209243,180.22108083685907,176.16938171232874,178.12571716308594,77551300,61.688725864649086,61.78487265555992,61.06375705266877,61.227210998535156,3165200,32.31772451023571,32.4240058276732,31.831858671889496,32.219032287597656,20240990,54.710158816834344,55.79601638419544,54.64762808756246,55.69527053833008,34410000,33.581771033809616,33.77573780431304,33.478323240523096,33.53004837036133,17673700,105.76846363149376,107.09864698470881,105.46442234352313,106.86111450195312,5899900,,,,,
2018-01-16,352.17999267578125,356.5400085449219,349.8699951171875,352.92999267578125,1112500,15.67441646021262,15.725390655434754,15.521494947258084,15.597955703735352,32739342,22.423999786376953,22.60700035095215,21.719999313354492,22.152999877929688,135161000,180.24096924574332,180.48923504360246,176.80496393607828,177.1525421142578,36183800,61.66949622691311,61.66949622691311,60.15035555595124,60.54456329345703,4669900,32.33291990367745,32.33291990367745,31.695222450620772,31.748361587524414,20292313,56.20396457042362,56.5712091326723,55.47552973907149,55.670467376708984,31506000,33.41367667716235,33.633503594764356,33.24557243443644,33.4007453918457,14739200,107.43119034013526,107.51670580282983,105.10337492322759,105.16988372802734,8069200,,,,,
2018-01-17,358.5899963378906,359.989990234375,352.07000732421875,357.8399963378906,1119500,15.61920516989469,15.695665979456173,15.500267086321369,15.653188705444336,29194465,22.100000381469727,22.114999771118164,21.631999969482422,21.75,91231000,178.016484693658,178.07608120774046,174.58049487564193,176.36801147460938,27992400,60.95800747645117,61.96755995699069,60.50610941279154,61.30413818359375,2925600,31.922972728630995,32.04443846905347,31.437103586893766,31.642080307006836,18222333,55.891800036460886,56.208425519869074,55.43472557092384,56.17765426635742,24052000,33.497718952571375,33.555908486197445,33.10978790626768,33.43952941894531,11591500,105.6544356950172,106.61406886662475,105.05585650323657,106.38603973388672,7030700,,,,,
2018-01-18,356.489990234375,365.25,356.489990234375,365.25,1534600,15.648937737336826,15.878319048951315,15.636193913970086,15.780619621276855,36623296,22.034000396728516,22.058000564575195,21.655000686645508,22.033000946044922,82253000,176.89432094671662,179.72454146747577,175.8516017430941,178.552734375,23304900,61.381053174217016,61.611810626483006,60.03497598282348,60.458030700683594,4088700,31.171394562384865,31.839460748757805,31.1334367128217,31.771137237548828,23279059,56.14937182540565,56.20396269197885,55.459049909433055,56.068973541259766,23964000,33.55591796690246,34.46108573123938,33.22617636106144,33.32962417602539,29442600,106.16751655702066,106.40504903998718,104.70431559207694,104.91334533691406,8070900,,,,,
2018-01-19,366.7300109863281,370.0,362.79998779296875,366.04998779296875,1453400,15.874072434676348,15.874072434676348,15.691416327057542,15.806107521057129,36965815,22.274999618530273,22.349000930786133,21.850000381469727,22.04599952697754,105486000,179.5954593938482,181.1049043259526,178.9201686375365,180.0323944091797,26826500,60.333035290770226,61.37143829614264,60.333035290770226,61.25605773925781,4768300,31.84704498140236,32.32532180048773,31.725579275137207,32.26458740234375,25172344,56.17021264682469,56.469470387810375,55.995028148932235,56.45209884643555,35564000,33.452450511077544,33.568827076492425,33.07745086051189,33.56236267089844,23761300,105.43592892293145,105.54993988542319,104.36227736668945,105.07487487792969,10514300,,,,,
2018-01-22,366.3699951171875,371.0,366.0,370.25,1822000,15.801859614907702,16.099205844473044,15.708407053939728,16.086462020874023,41918634,22.200000762939453,22.77899932861328,22.1200008392334,22.757999420166016,177033000,179.54583073081054,184.10398721105145,179.15853668646866,184.08412170410156,21059500,61.29452297400583,61.52528043901889,61.034922201278185,61.477203369140625,2390300,32.19626042188337,32.58343405681692,31.998875966805993,32.5606575012207,23940706,56.451105393016405,57.56227063210888,56.33299178810452,57.360286712646484,32360000,33.65288745951402,34.58391994390194,33.62702489797221,34.56452178955078,27691300,104.77082340765912,105.99649187805834,104.57129699372196,105.55943298339844,8073600,,,,,
2018-01-23,367.80999755859375,372.0,366.1600036621094,369.25,1043100,16.120442085363777,16.23513326259666,15.729644425540206,15.797609329223633,43739664,25.5049991607666,25.770999908447266,24.802000045776367,25.02899932861328,277053000,184.759402843244,188.2351238824501,184.26287126621455,188.03651428222656,25678800,61.55412112405103,62.30408381501795,61.20799042230294,62.04447937011719,2872400,32.264582306505815,32.522698050311256,31.854632136332416,32.219032287597656,20438919,57.56078133213693,58.14524582927394,57.50619047085721,58.06301498413086,26662000,35.30159298073277,35.30159298073277,34.144271536481355,34.41582107543945,33000500,104.7708371238891,105.5974528746316,104.40979031553333,104.90386199951172,7477300,,,,,
2018-01-24,370.45001220703125,377.05999755859375,367.2699890136719,376.17999267578125,1758300,15.840084449257423,15.88256170090943,15.708401536457647,15.725393295288086,37823767,25.08799934387207,26.17099952697754,24.930999755859375,26.1299991607666,173524000,188.57276298915235,189.33742586575525,185.22614498635804,185.2559356689453,24334500,62.10214944361135,62.823261298751454,62.06369659993618,62.496360778808594,2894300,32.416427254419006,33.403343621082804,31.558568801546834,32.6365852355957,52196360,58.428278935273944,58.5538364091276,57.62033944134248,57.77865219116211,28332000,34.79728367779076,35.198143559527175,34.59038809583713,35.055904388427734,21080400,105.42641589143345,105.87297811721002,104.78983057971267,104.9893569946289,7211800,,,,,
2018-01-25,376.2300109863281,378.3800048828125,371.70001220703125,375.1400146484375,981800,15.755134771902547,15.908055305480957,15.648939450358847,15.908055305480957,30981997,26.299999237060547,27.229999542236328,26.023000717163086,26.969999313354492,153364000,186.6461994695323,187.31154990270963,185.30557342761614,186.17945861816406,17377700,62.88096972365857,62.9290394570928,61.85218353337168,61.90987014770508,2798500,32.735273972496984,33.04653198761061,31.86982342534114,31.991289138793945,29661640,58.19006058441986,58.35929301199086,57.705198471983415,58.08286666870117,29610000,35.094710338610994,35.411520717350065,34.920141656414884,35.10117721557617,18638700,105.08437501372501,106.24353475660301,104.62831667978658,105.03687286376953,6291000,,,,,
2018-01-26,375.8299865722656,378.1400146484375,374.30999755859375,377.0,1228500,15.912305876979817,16.065227508544922,15.869828599511909,16.065227508544922,28609654,27.14900016784668,27.459999084472656,26.875999450683594,27.459999084472656,110218000,186.44762972781533,188.68202209472656,185.51414782561264,188.68202209472656,17759200,62.11177835099454,62.88096741298509,61.919484753262175,62.765586853027344,2028400,31.960920352609577,32.49233627319336,31.847043746757237,32.49233627319336,29875893,58.31661664240436,58.354331970214844,57.47443007831587,58.354331970214844,40376000,35.23047485498571,35.3985765992867,35.133491466787824,35.379180908203125,13077600,105.28390112780747,106.91812585887887,105.15088351006133,106.59508514404297,7743800,,,,,
2018-01-29,375.239990234375,376.6199951171875,370.7099914550781,374.5,925600,15.772124636737917,16.00575497548465,15.708407661702433,15.827346801757812,40884590,27.420000076293945,28.680999755859375,27.392000198364258,28.458999633789062,175297000,187.44066953907347,187.53004158585642,184.34231736040186,184.68988037109375,20453200,62.25600977223895,62.46753715673313,61.87141519457057,62.111785888671875,2553600,32.1127529610608,32.143121705152765,31.391544729241527,31.869821548461914,23003773,58.386097639315864,58.90272306149275,58.16277033564805,58.3414306640625,27578000,34.64212847128533,35.28867806604863,34.52574934691666,34.99773025512695,17052600,106.50955605970181,106.84210006155402,105.69244379862748,105.97748565673828,6847800,,,,,
2018-01-30,376.3699951171875,377.9800109863281,371.8399963378906,376.57000732421875,1241600,15.86982232688253,16.056725277462522,15.844334683220668,15.903804779052734,39565357,27.700000762939453,28.273000717163086,27.270000457763672,27.8799991607666,124829000,186.3185072935063,186.87462024479393,180.57860337737924,185.8219757080078,20858600,62.304085190298366,62.46753549741801,61.90987374138851,62.265625,2017700,31.907777509274034,32.234219858876465,31.649661739831473,32.14311981201172,22832306,57.95681782846756,58.38808493883361,57.742922184854635,57.75136184692383,31126000,35.10762488109671,35.236935228423924,34.777885838482575,34.84900665283203,15401500,105.86348051379375,106.8136104927341,104.60930923154915,104.61881256103516,8393900,,,,,
