Ticker,HON,HON,HON,HON,HON,CAT,CAT,CAT,CAT,CAT,UNP,UNP,UNP,UNP,UNP,GE,GE,GE,GE,GE,ITW,ITW,ITW,ITW,ITW,LMT,LMT,LMT,LMT,LMT,RTX,RTX,RTX,RTX,RTX,MMM,MMM,MMM,MMM,MMM,FDX,FDX,FDX,FDX,FDX,BA,BA,BA,BA,BA
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,117.17075649413748,117.30787867607204,116.32523618434428,117.08696746826172,3169995,132.59929535064276,133.51232594794365,130.6978363413662,131.54385375976562,5108400,112.37920759197294,113.2718276977539,111.93705367137197,113.2718276977539,4298000,79.36629334852998,81.21727583973082,79.14056956113386,81.17212677001953,16185981,137.89958057535893,138.04794599906165,135.70716293931577,136.2181854248047,1281100,258.7056396011504,259.2037645494162,255.09018811604113,255.92576599121094,1189600,66.50985168121721,67.01946361668271,66.13023848050479,66.64505767822266,4918591,148.31049671187776,149.12193541092495,146.4423062435068,148.22242736816406,3505476,218.66796281892783,224.5699005126953,217.94438586159498,224.5699005126953,2461300,281.8476547861883,283.0293566949503,281.5141014491241,282.88641357421875,2978900
2018-01-03,116.46994827828057,117.00316397113285,115.63203238942835,116.11954498291016,7015701,131.54386401207998,131.92081477046187,130.1701256911751,131.74490356445312,4146100,113.54714778879243,113.95592543848842,112.8380465601945,113.9058609008789,4653700,82.61680634731721,82.79738827383737,81.39786756272468,81.93961334228516,17000180,135.86376526061764,136.9352485983148,135.10548803395739,136.78689575195312,1547300,256.27922084410307,258.3199242342497,255.99801422171222,258.07086181640625,893400,67.33664170954629,67.70585283010959,67.24824437435969,67.62265014648438,7958983,147.8639130230853,148.27906268813416,146.7442544338452,148.21615600585938,2623665,224.27353353700138,228.03089319380268,223.18381144153597,227.37705993652344,2149600,282.0287167249351,284.46837618399087,281.58080890564565,283.80126953125,3211200
2018-01-04,116.4013683946918,117.6886978149414,116.32519657892091,117.6886978149414,4977610,132.25586126099682,133.67148434849696,131.5271136901482,133.55421447753906,4865800,114.15613812088687,115.02374526995348,113.05496009858125,113.28854370117188,4384900,82.97795801922582,84.06145660634391,82.61679421920421,83.65514373779297,17225995,135.9956683955982,137.57816193683482,135.5917979437172,136.94351196289062,1392200,258.05478631295426,262.64238435021815,257.89408981881337,262.4977722167969,1443000,68.0282803595636,68.05428514546529,67.7058714479069,67.83587646484375,5820666,149.07789494700052,150.6127029417499,148.74451254596306,150.1535186767578,2682748,228.65851197851734,232.08459092950685,228.4056890718776,230.91641235351562,2600400,283.93468617650075,284.392133204921,281.580792722419,282.7243957519531,4171700
2018-01-05,118.05434688009454,119.02175476820162,117.6963264442876,118.51139068603516,2744244,134.2410922150091,135.7404851413845,133.7217559829361,135.66510009765625,3945400,114.83183882969712,116.55870230932602,113.50541520958589,114.73173522949219,5381200,85.1449724330636,85.19012151073441,83.5197278168441,83.70030975341797,16667865,137.41328499568934,137.7264910830174,135.77309071802048,136.84457397460938,1442600,261.911334869118,265.27772391604725,261.9033172052165,264.8760070800781,1241100,68.17388964661818,68.82910309354332,67.84107881377324,68.41829681396484,5835444,150.1157889903268,151.53108592326222,149.54338414111726,151.32351684570312,2195736,232.1108255858297,236.59177598422252,229.81804585007617,231.82315063476562,2863900,282.8196952633389,294.3699937554494,282.7720572510813,294.32232666015625,6177700
2018-01-08,118.83133466644333,118.93797522738109,117.48305468828387,117.87154388427734,3033060,137.466032141608,139.40936345992205,136.159306934534,139.07431030273438,5929200,114.69002893402572,116.48363251192673,114.67335348575953,116.32512664794922,5472300,84.2871966410658,84.42262948711485,81.71388632148576,82.5265121459961,17130657,136.87755238586556,138.97929305137882,136.64676034349478,138.11387634277344,2292300,264.2974610741095,265.462449385149,263.37351750958317,263.65472412109375,1084500,70.30075919211122,70.61276624967503,68.7459122540936,69.06832122802734,10526807,150.57497983200886,151.55625516978833,150.44917795059843,150.8328857421875,2235324,234.42097957467448,235.52815409811163,232.66872477754978,234.21176147460938,1956000,294.1507896430618,296.2473565564132,291.3775768363558,295.57073974609375,4124900
2018-01-09,118.07722225041701,119.41788520946037,117.92487857332047,118.8389663696289,3754711,139.32557539555864,140.23023405535227,138.2868903902869,139.40933227539062,4522900,116.63378176801501,117.76833592838994,116.1415887537878,117.62651824951172,6390800,82.75222408113102,84.24203548333833,81.75901647965948,83.79058074951172,13855205,138.21280789805817,139.65518615734717,138.08093029598209,139.17713928222656,1116500,264.32962372088593,266.60332975669786,263.8636430752624,265.5428161621094,865400,69.32833415084136,69.92114884532434,69.17753157406966,69.82234954833984,6724489,150.71333268389262,152.08460620501467,150.54978682721378,151.7700958251953,2027340,235.37998744419644,236.25176517547123,232.76465425037205,233.41848754882812,1648300,295.9900268407316,304.8719266139948,295.8947217452268,303.46148681640625,5641300
2018-01-10,118.9607918485815,119.68444974762944,118.08479033577999,119.6615982055664,2836236,138.96539018454195,140.3307565068824,137.79269153934297,138.9402618408203,5478600,116.93408917533179,117.96018913943378,115.73279520304294,116.54199981689453,9513700,83.92601514908772,86.04787040547342,83.8808732683855,85.46097564697266,17177522,139.11118047889428,139.11118047889428,137.36384652051996,137.8995819091797,1027200,265.99270789559415,268.1378613936334,265.1410704330168,265.97662353515625,1504600,69.7443288874823,70.45674651955228,69.55191869564986,70.14994049072266,5216528,151.59399474169075,152.58154923928532,150.98384587728285,151.6820526123047,1962516,231.28257475410987,234.26406569890892,229.81799484645475,233.64511108398438,1644400,302.5656965122179,307.0066467693733,300.6692500104819,305.20550537109375,4479300
2018-01-11,119.68444358110608,120.35476831394377,119.6006545978587,120.29383087158203,2578638,139.8030571785382,142.0060693802026,138.74762823590396,141.72964477539062,4199000,117.28448149688705,117.6181813872939,116.36683543930403,117.08427429199219,3103200,86.81532978703343,87.53766441802244,85.77698049284768,85.86727142333984,20808952,137.95730013637282,139.35846504483223,137.64409398186137,139.2925262451172,830200,266.61945830891324,266.8042323540299,265.26165349595226,266.0409851074219,1152000,70.07195799550733,70.85717663277023,70.07195799550733,70.19676208496094,7633874,151.4304599563869,152.43688653130795,150.8077297106292,152.4180145263672,1779289,234.07225952848606,236.4260694281296,233.31381735768966,236.41734313964844,1652100,306.98762640644514,312.96288178696096,306.0918106987201,312.696044921875,4635300
