Ticker,LULU,LULU,LULU,LULU,LULU,TSLA,TSLA,TSLA,TSLA,TSLA,TGT,TGT,TGT,TGT,TGT,MCD,MCD,MCD,MCD,MCD,SONO,SONO,SONO,SONO,SONO,LOW,LOW,LOW,LOW,LOW,TJX,TJX,TJX,TJX,TJX,SBUX,SBUX,SBUX,SBUX,SBUX,HD,HD,HD,HD,HD,NKE,NKE,NKE,NKE,NKE
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,79.66999816894531,79.66999816894531,78.52999877929688,78.83999633789062,1223400,22.575332641601562,22.694000244140625,22.244667053222656,22.4146671295166,72376500,59.03683692360723,60.98519435583773,58.965552385455524,60.8267936706543,14846000,142.89693380750433,143.25136755642274,142.50128361446932,143.07003784179688,2901600,,,,,,82.46933823874984,87.855052876889,82.14292692205626,86.63532257080078,14247600,34.43906468023958,35.17561047607053,34.394426263518014,34.943485260009766,7825400,50.40177917480469,50.49356781825578,49.775929283643556,50.40177917480469,6989100,160.97175069242135,164.19941804774726,160.41185498153374,161.72926330566406,6748400,57.832293763904744,58.02955229451126,57.67090104256337,57.984718322753906,5135700
2018-01-16,78.94999694824219,78.9800033569336,76.44999694824219,76.69999694824219,1525900,22.502666473388672,23.0,22.31999969482422,22.67066764831543,97114500,60.89013276703799,61.444547090562686,59.11602022547251,59.36946487426758,10167900,143.1112356077826,143.76242269558412,142.501277539833,143.1606903076172,3662600,,,,,,87.18504062159502,90.70679957247901,85.97389553235756,86.72978973388672,13570400,35.16221555992162,35.16221555992162,34.059632713780765,34.189083099365234,7647400,50.34336666155862,50.985903080480256,50.318330501366304,50.53529357910156,8040700,162.9150131333591,163.81250007945727,161.1364979008961,161.63876342773438,5692700,58.083347528888126,58.60339150164762,56.81910682656982,56.86393737792969,9117000
2018-01-17,77.08000183105469,78.38999938964844,76.80999755859375,77.91999816894531,1254100,22.697999954223633,23.266666412353516,22.649999618530273,23.143999099731445,106552500,59.39324243499278,61.18319921062284,59.26652309334227,60.84263229370117,7083700,143.7129823096327,144.81751264092455,143.32557035235232,144.23226928710938,4129600,,,,,,86.97888131190025,87.86361506348894,86.37760130210785,87.33964538574219,5296100,34.2471143643562,34.47923616076945,33.96142442768173,34.18461990356445,7595000,50.90245499603658,51.17783046085413,50.501911469859486,50.618736267089844,8433800,162.61854922536182,164.52880859375,162.07511207085219,164.52880859375,3996100,57.08808891009138,57.392944843378125,56.559083658595135,57.213619232177734,7422600
2018-01-18,78.06999969482422,78.76000213623047,77.31999969482422,77.56999969482422,1130500,23.044666290283203,23.48666763305664,22.916000366210938,22.971332550048828,85287000,60.8743163985107,61.70593515318839,60.39910827123739,61.69801330566406,7668600,144.4053663213262,144.61967422404874,143.34203991062313,143.89431762695312,2154800,,,,,,87.6316798977877,87.72616665128776,86.59233216267552,87.06476593017578,5956600,34.256039467679024,34.7738545880601,34.22033078113306,34.483699798583984,5074800,51.26128454252109,51.26962780806748,50.685503722694236,50.97756576538086,9170900,164.49586196968966,164.8746246154589,162.75028970868195,163.3019561767578,4474600,57.383983341239215,57.57227371569319,56.971536781858525,57.48261260986328,5656900
2018-01-19,77.7300033569336,79.69999694824219,77.66999816894531,79.33999633789062,1369800,23.0,23.37266731262207,22.84000015258789,23.334667205810547,73324500,61.911832734407874,61.911832734407874,60.898054146965656,61.85639190673828,7808100,144.24052497547282,145.60057971211052,143.73771449767153,145.1719512939453,3746300,,,,,,89.57295486031674,90.49204802762574,88.0182288197427,90.1484603881836,9558300,34.63548006545486,35.22025465903288,34.425679131945714,35.215789794921875,9128400,51.07770021892094,51.286316870541995,50.86074030185954,51.119422912597656,8361900,164.52059150611953,165.7721405029297,163.96069561198863,165.7721405029297,5809600,58.55855026360242,60.28903601010713,58.3881962417847,60.26213836669922,12896100
2018-01-22,79.41000366210938,79.63999938964844,78.5999984741211,78.95999908447266,1211600,23.293333053588867,23.85533332824707,23.280000686645508,23.437332153320312,93156000,61.864320264840906,62.28408743890557,61.436631245247376,62.236568450927734,5621600,145.04830813190043,145.75718824020618,144.751567328947,145.2461395263672,3217900,,,,,,91.90933556956055,92.23574019647553,90.49204076645502,92.00382232666016,7084300,35.23810827023819,35.52379825108228,34.95687974750279,35.47023010253906,8736600,50.93584281848934,51.29466371671715,50.710536451004145,51.24459457397461,11945800,165.9944225746875,168.35753352630667,165.92030837546372,168.34930419921875,4857700,59.67038739498173,59.92144126221856,58.96205293201792,59.52692413330078,8491800
2018-01-23,78.87999725341797,79.93000030517578,78.52999877929688,79.69999694824219,822500,24.0,24.03333282470703,23.399999618530273,23.519332885742188,81981000,62.236556802152414,62.3315947603199,61.65046119466913,61.872230529785156,5372700,144.7186099119165,146.51553134778925,144.12512827240948,145.74070739746094,3197600,,,,,,92.26250338162173,93.39207024311399,91.5295782686033,92.35735321044922,6118200,35.33631312833093,35.52379653061229,35.12204395022862,35.40773391723633,7822600,51.16948923074521,51.661824628726826,51.019284995209304,51.478240966796875,10806800,168.70337955837053,169.90552738179306,168.09407003638103,168.71160888671875,3621700,59.652441158901944,60.36974366675612,59.57174821813779,60.19938278198242,6412000
2018-01-24,79.88999938964844,79.95999908447266,78.22000122070312,79.19999694824219,853700,23.6386661529541,23.649999618530273,22.90133285522461,23.05933380126953,79312500,62.006882544707935,62.006882544707935,60.48621452126135,60.8980598449707,9765100,146.1446066377632,146.1446066377632,144.45483289580844,145.1719512939453,2810800,,,,,,92.59879698120716,92.81436360171999,91.3140217649506,92.02108001708984,4127500,35.354170631327186,35.64879036600678,35.113122455653816,35.37649154663086,6937400,51.32803536106586,51.686856227129915,50.25991921086803,50.76060104370117,11911900,168.9586360321038,170.52307540879875,168.42344069188704,169.79849243164062,4370700,60.37869870961945,61.13186694861232,60.13661307179855,60.97047424316406,7421800
2018-01-25,79.08000183105469,79.38999938964844,78.04000091552734,78.62000274658203,934900,23.218000411987305,23.280000686645508,22.426666259765625,22.50933265686035,101104500,61.42080940246504,61.42872520743325,60.00310081785718,60.430789947509766,6347700,145.4027590978013,145.58410141980778,143.96852219510717,144.7928009033203,2815800,,,,,,93.93532754960484,93.96981900378272,91.49511143974121,91.72792053222656,4864800,35.5237920786391,35.568430491822355,35.14882191537598,35.38094711303711,4852600,50.92749825795749,51.06935924270232,50.401786564238016,50.526954650878906,16225600,170.27606494415713,170.30076549549378,167.83883918009636,169.09861755371094,3537700,61.08704525233091,61.54432581640921,60.477340113794625,60.71046447753906,5707600
2018-01-26,78.62000274658203,79.4000015258789,78.2300033569336,79.08000183105469,773200,22.766666412353516,22.933332443237305,22.380666732788086,22.856666564941406,68091000,60.68421525407097,61.00101654413168,60.05060058875499,60.94557571411133,4981200,144.80102947529898,147.05130667647848,144.25700254567496,147.01834106445312,3957700,,,,,,91.95212023012104,92.6074447631836,90.99500366820494,92.6074447631836,4017200,35.58628130946494,35.96124801194077,35.17113765704263,35.93893051147461,7546400,48.3489906787156,48.54091760290036,47.189082685508424,48.390716552734375,51851700,169.28792666621362,170.69590769468388,168.33279724474446,170.63003540039062,3778100,61.149819351038914,61.54433652127321,60.89876545751001,61.00636291503906,6290500
2018-01-29,78.80999755859375,80.63999938964844,78.63999938964844,79.95999908447266,1079200,22.656667709350586,23.389999389648438,22.552000045776367,23.302000045776367,71206500,60.72382778694613,61.09607604398589,60.49414256361099,60.8267936706543,3489400,146.96886429500952,147.29857067574457,146.09513106631863,146.53199768066406,6091900,,,,,,93.12478216521139,93.45244106750701,91.98659064633499,92.12454986572266,3787300,35.805027235246904,36.26034803280819,35.805027235246904,36.081790924072266,7882800,48.023549826906496,48.69112243736317,47.489491738541155,47.58128356933594,18899900,170.63009069017573,170.9429810484917,168.55516928494433,168.7280731201172,3632900,60.809082957216035,61.096002569077,60.45043173221404,60.593894958496094,5067300
2018-01-30,79.6500015258789,79.77999877929688,78.54000091552734,79.4800033569336,642800,23.00933265686035,23.218000411987305,22.81133270263672,23.05466651916504,70765500,60.50204324196372,60.74756603087323,59.2585795662853,59.480342864990234,5626300,145.97976118761596,146.44959350112603,140.82801936955352,142.1715850830078,9613000,,,,,,91.15017638907814,91.52095118809038,90.21892713873525,90.69317626953125,6360800,36.068397390054606,36.36301370545957,35.70681833182546,35.86751937866211,9984400,47.53122139128359,48.015213594273725,47.34764088604402,47.723148345947266,14341200,165.88736475797984,167.2706454256201,157.73585888287533,166.1673126220703,5979600,60.52218702769539,61.248451083001875,60.2173378136132,60.3697624206543,6350500
2018-01-31,79.47000122070312,80.05000305175781,77.9800033569336,78.20999908447266,1058400,23.167333602905273,23.746000289916992,23.012666702270508,23.62066650390625,93211500,59.71003865502035,59.995164673510196,59.084345783478604,59.57539749145508,8706300,143.09474716824877,143.67173958072328,140.3498983587364,141.0670166015625,7004200,,,,,,91.1156710473531,91.57267109719416,90.14131257464611,90.30514526367188,7082200,35.88536557515638,36.193376397965295,35.60414052326069,35.85411834716797,11270600,47.7565222586522,47.940105925915475,47.31425598741328,47.40604782104492,13118400,167.3283043158179,168.85980095141974,164.8663785897041,165.4180450439453,4547300,60.52216519685448,61.71467764916871,60.495267551279525,61.1677360534668,11036400
2018-02-01,77.2300033569336,79.25,77.01000213623047,78.80999755859375,1492200,23.399999618530273,23.977333068847656,23.242000579833984,23.28333282470703,62965500,59.108095858974124,59.915954796828004,58.72793192329908,59.377384185791016,4649100,140.34993104022863,143.04531320417553,139.2124224639794,141.69349670410156,4751300,,,,,,89.53775129096611,90.60696650053795,89.0290172074947,89.55500030517578,4922900,35.73806436047866,36.0371489354618,35.5148688480486,35.75592041015625,6082000,46.96377120197576,47.080595996689226,46.63832979292056,46.73012161254883,14690100,164.13354148011385,166.52959453297188,163.26075550415064,164.59463500976562,3553800,60.67458765547099,60.94357778334632,59.80486066147094,60.65665817260742,5790500
2018-02-02,78.79000091552734,79.77999877929688,78.16999816894531,78.62000274658203,1593800,23.229333877563477,23.463333129882812,22.700666427612305,22.916667938232422,55572000,58.83090500996541,58.99722752469106,57.59536287623309,57.777523040771484,6807800,140.78676111566062,142.37761247950897,139.2948191405516,139.6162872314453,4604500,,,,,,89.54637501503254,89.55499952206195,87.21825808851194,87.52005004882812,6247900,35.39434556610326,35.70681792825769,34.77832716398739,35.02830505371094,11470200,46.646693393164966,46.997167906182874,46.47979940367345,46.538211822509766,15358900,164.05947785001564,164.10064961695312,159.2756125261875,159.71200561523438,6179000,60.27111053466797,60.78218631550114,60.07385201562653,60.27111053466797,9348300
2018-02-05,77.98999786376953,79.87999725341797,77.4000015258789,77.41000366210938,2085700,22.531333923339844,22.96466636657715,22.200000762939453,22.208667755126953,66961500,57.38149667766487,58.74376373754983,55.84499135607509,56.05091094970703,6518200,138.98162147628358,139.68226334867373,126.82351158152964,135.0580596923828,7309300,,,,,,87.41660149100812,88.9083258757814,83.67436692186062,84.1399917602539,8339800,34.85419939588726,35.331837483007654,33.948026489025466,33.95248794555664,10812800,46.337910868760744,46.94707086274574,45.53682401501907,45.636959075927734,16060000,156.50081602060547,159.9837315654779,148.52221218578308,150.77005004882812,10618500,59.74209503909051,60.2621389523737,57.73365783691406,57.73365783691406,12549500
2018-02-06,75.66000366210938,78.87999725341797,74.9000015258789,78.62000274658203,4084100,21.680667877197266,22.4146671295166,21.566667556762695,22.264667510986328,76326000,55.0767530583414,57.86464467933605,54.165934116384705,57.587440490722656,8051600,130.5245012313565,136.87144295799763,130.44206835305945,136.15431213378906,7020000,,,,,,82.16536987565817,87.01992756567334,81.75147908979315,86.41634368896484,9031200,33.03292858418654,34.15783222125144,32.75170352634344,33.92124557495117,11889800,44.80250483846527,46.78019271771389,44.69402648636584,46.40468215942383,17415100,147.07305706735872,158.0570249347328,144.43822699989943,157.29949951171875,11682700,56.02111381335988,58.65718933968328,55.67143070909119,58.477867126464844,13356700
2018-02-07,78.7699966430664,82.36000061035156,78.6500015258789,80.98999786376953,3060500,22.599332809448242,23.066667556762695,22.37733268737793,23.0,104538000,57.44486946992118,58.72793644751063,57.29438462738367,58.01512145996094,6521900,135.8906055369439,138.69314846855033,135.61035375928253,136.59124755859375,4974000,,,,,,86.22664433231114,88.22710221767792,86.01107772148036,86.15766143798828,5257300,34.03284780837146,34.44353010368929,33.823043500106394,34.014991760253906,12023400,46.21172137915394,46.50536755619699,45.67476334034149,45.69154357910156,13927000,157.04421647192385,160.16485263661713,156.21260215052692,157.50531005859375,6016800,58.41511716917235,59.93040869099593,58.37028318515335,58.84549331665039,8845700
2018-02-08,81.75,83.30999755859375,76.62999725341797,76.66999816894531,2618400,22.887332916259766,23.2413330078125,20.97333335876465,21.01533317565918,154719000,58.22105141013009,58.522015074720315,56.28853197803038,56.320213317871094,5705500,136.57476907038568,136.60773469134938,130.8625099154944,131.03561401367188,5656000,,,,,,86.15767571261699,86.32150846913493,81.82047583668455,81.9239501953125,7673100,34.16676652013593,34.28729058800276,33.18916916974348,33.193634033203125,10940000,45.72510083549461,45.968409479620725,45.09585632858413,45.11263656616211,17736700,157.3818146887733,157.3818146887733,148.97504797461582,149.21383666992188,7241800,58.75580336981266,58.91719605613079,56.00316638256058,56.030067443847656,14121800
