Ticker,NEE,NEE,NEE,NEE,NEE,SO,SO,SO,SO,SO,SRE,SRE,SRE,SRE,SRE,DUK,DUK,DUK,DUK,DUK,XEL,XEL,XEL,XEL,XEL,D,D,D,D,D,CNP,CNP,CNP,CNP,CNP,PEG,PEG,PEG,PEG,PEG,AEP,AEP,AEP,AEP,AEP,EXC,EXC,EXC,EXC,EXC
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,31.836306173451515,31.885151591347288,31.427236279424143,31.5635929107666,4766400,34.28920627256277,34.33205983509851,33.53928663739681,33.68927001953125,7278800,41.514865576055655,41.607776765767525,40.756108581072866,40.783206939697266,4571000,60.248815815926385,60.348896470452246,59.26230416960577,59.49821090698242,3167900,37.74980802101527,37.85940880800195,37.18614341777237,37.4288330078125,2443400,56.2951744874355,56.62102179929754,55.47016256503305,55.6573486328125,2163600,22.121175304088656,22.144551509188904,21.786123795243842,21.832876205444336,2553700,39.29883564219755,39.55065482123139,38.894401954466424,38.917293548583984,2999500,54.67670426968501,54.856019549378374,54.01921111058938,54.10139846801758,3016800,21.156647433790223,21.23690845578381,21.006828004066826,21.183401107788086,7224506
2018-01-03,31.360086355690854,31.714208776495816,30.8899602953327,30.894031524658203,11008000,33.603570723322854,33.83211764257545,33.453587318405994,33.49644088745117,6292800,39.86959945525272,42.0026374465699,39.86959945525272,41.86327362060547,7142800,59.37668264147243,59.89853646913812,59.21941147549134,59.312347412109375,2690200,37.24094194710004,37.60105965385776,37.131341165599636,37.178314208984375,4114900,53.38336406572092,54.38863309146374,52.86339623391195,53.51509094238281,14587400,21.739376159367485,22.012092648712485,21.653666366739564,21.7861270904541,3318100,38.764678149117145,39.22253043187484,38.62732275538337,38.718894958496094,2553700,53.95192919779024,54.407693083090905,53.50363844020839,53.645599365234375,2235700,21.065690861571966,21.338576119993558,20.744649549409054,20.89982032775879,6750350
2018-01-04,30.835018104685407,31.144366404862513,30.655924335478826,30.73529624938965,13629200,33.48928311411838,33.63212555942235,33.26787991216561,33.35358428955078,5231500,41.843927062178274,42.46332331495693,41.36389762442502,41.584556579589844,7005400,59.205107755104684,59.498204966945046,58.72614960569275,58.84767532348633,2475800,37.029572779176924,37.46797895133752,36.81819853472795,36.88865661621094,2807000,53.591350265385465,54.17371166497552,52.99512009567982,53.2655029296875,7146600,21.770540885415905,22.1679274502769,21.74716468059406,21.809499740600586,4774800,36.62803874524111,37.818451052398046,36.62803874524111,37.58189392089844,8168700,53.55596844069597,53.78011679314643,52.98813012806302,53.01054382324219,3392100,20.851663274869935,20.942625506504008,20.59483050598873,20.605531692504883,6630619
2018-01-05,30.808540624799118,30.922510151666817,30.649796911599584,30.875701904296875,10318000,33.41787207721238,33.53214551872918,33.16789705080493,33.410728454589844,6120500,42.13425716765812,42.482666732327175,41.654227852724894,41.983280181884766,25215200,58.98349581717447,59.15506184101736,58.15425003629366,58.57602310180664,3827200,36.935631243961836,37.06871707778333,36.50505538823638,36.630313873291016,3728000,53.66066126067341,53.868645142092404,52.988168936378216,53.27241516113281,5758300,21.840669733099165,22.019882858953313,21.614704193920755,21.715999603271484,4535100,37.70399288298623,37.98633324197383,37.58952908048388,37.8947639465332,5762000,53.1375569002427,53.27951218348415,52.53235871261626,52.898468017578125,2967900,20.71789737847398,20.77675462280027,20.370102359806683,20.434310913085938,10013224
2018-01-08,30.875710434937066,31.187092658816827,30.835004359434762,31.130107879638672,7225200,33.49643860711831,33.732126409586456,33.375021532003075,33.71070098876953,7945500,41.98328744903723,42.014257849813,41.661979139863526,41.994903564453125,7775600,58.60461711160286,58.84051834416493,58.418750741536456,58.76188278198242,3560000,36.70077582342997,36.95912016951719,36.55985963960125,36.904319763183594,3837600,53.45961230726808,54.46488106730157,53.21696177443775,54.09050369262695,5570000,21.879627939558922,21.957547139926312,21.653663893297136,21.848461151123047,4733600,37.940550053364625,38.08553501373749,37.78793262032531,38.00922775268555,3194200,52.920869000750635,53.44387402462751,52.8984553140598,53.36168670654297,5715500,20.482468470735125,20.798159951303706,20.45571478567305,20.653690338134766,15116925
2018-01-09,31.25016994350415,31.25016994350415,30.794288791146478,30.90215301513672,6527600,33.71069037244911,33.74640030406272,33.26788122655547,33.289306640625,5694500,42.025875399851316,42.08007213011787,41.62326900822817,41.661983489990234,8614000,58.640362628484354,58.640362628484354,57.875457459027054,58.075618743896484,2781700,36.91997315883137,36.96694621011561,36.32499610788673,36.47373962402344,3006300,54.111316408670724,54.18064438896513,53.43882389210468,53.52894973754883,3484800,21.871833419561685,21.957544678978017,21.552366071427127,21.630285263061523,2614700,38.024485549576326,38.10842236300525,37.581895334178775,37.87186813354492,5176000,53.27204026344603,53.346754464170466,52.495000035189996,52.73408889770508,4323700,20.62693154089679,20.691140082966065,20.193525670467974,20.418254852294922,10745349
2018-01-10,30.70881256117243,30.8553456821203,30.56024537939675,30.647756576538086,7042800,33.18218190578341,33.21789184577452,32.71794723691144,32.825077056884766,7197000,41.36389880421544,41.615528169896265,41.31744615138226,41.495521545410156,5158800,57.74680347486917,57.86832923621504,57.13201903584084,57.267845153808594,3227200,36.40327274224795,36.46590346215683,36.01966704879879,36.11361312866211,2690000,53.36949172651551,53.4180218378544,52.51674229654889,52.835655212402344,3978200,21.591326293994893,21.591326293994893,21.22510800211928,21.240692138671875,4141600,37.69636154174805,37.810822427911695,37.429280318828965,37.69636154174805,3457600,52.53236618791807,52.56972614690919,51.85245939684913,51.92717361450195,3978400,20.343347812922556,20.514569660509615,20.236333085057236,20.305892944335938,6890550
2018-01-11,30.62944793701172,30.751559935081627,30.480880720195117,30.62944793701172,7550400,32.60367432291406,32.73937318687815,32.19657500652797,32.317989349365234,6867800,41.526487045576275,41.63488345526288,41.18582147563318,41.30582809448242,3678200,56.8389170449471,57.289280026502745,56.47433437188564,56.674495697021484,4087200,36.01184567404367,36.246704939855746,35.526469459845714,35.636070251464844,3020900,53.09910363261552,53.31402723087523,52.655398246264156,52.835655212402344,3545900,21.295238293070664,21.52120384808725,21.209527015487094,21.373157501220703,3610000,37.74213543266232,38.37549657493655,37.55136442512448,38.15420150756836,4552000,51.99440678059294,52.16625458531535,51.09035177394019,51.35186004638672,2794200,20.450360953542052,20.72859607656812,20.359397297251668,20.55202293395996,10419524
