Ticker,UNH,UNH,UNH,UNH,UNH,PFE,PFE,PFE,PFE,PFE,GILD,GILD,GILD,GILD,GILD,ABBV,ABBV,ABBV,ABBV,ABBV,ISRG,ISRG,ISRG,ISRG,ISRG,HCA,HCA,HCA,HCA,HCA,LLY,LLY,LLY,LLY,LLY,MRK,MRK,MRK,MRK,MRK,AMGN,AMGN,AMGN,AMGN,AMGN,JNJ,JNJ,JNJ,JNJ,JNJ
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,194.46843278423853,195.7266376036055,193.57096364812278,194.59161376953125,3485000,23.79117933966801,23.882734481113577,23.699624198222438,23.83041763305664,17059833,53.43987564428595,54.979626686236315,53.09194925645373,54.853782653808594,7905100,68.44881492136965,69.68898438030514,68.17400540717134,69.34371185302734,4561300,122.62999725341797,125.2699966430664,121.70333099365234,125.08333587646484,2483700,81.80087527930479,83.48336828551358,81.60566949614893,83.20450592041016,1826900,74.83181165926014,75.31025408460465,74.47740911163461,75.0267333984375,3456700,42.177332289241534,42.296582609255076,41.774860224481415,41.90156555175781,10556504,136.49082176596988,138.4134478546037,135.76691219756395,137.77516174316406,2301100,111.1062827683306,111.33698644300573,110.3584653952874,110.76419067382812,6842100
2018-01-03,194.99636410780604,196.9232773957322,194.0285172528319,196.63291931152344,2417600,23.83695301029038,24.046220368278693,23.69308104432759,24.00698471069336,14183151,54.8167852759171,55.4015913603286,54.28379201883249,55.268348693847656,6640000,69.44234036791264,70.53453018379653,69.08297211995958,70.4288330078125,4702300,125.7066650390625,128.05667114257812,125.00333404541016,127.94000244140625,2365500,82.46085644519304,83.0092978041211,80.50879157655599,80.90850067138672,2402200,75.07985513097019,75.68233714287311,74.66343284572893,75.43425750732422,3078400,41.90902284427042,41.931381909629444,41.70778827641964,41.84194564819336,11090460,137.70511017482173,141.23121931552538,136.80995368762018,140.37498474121094,3084000,110.86759497694138,111.91771226340732,110.50163747251875,111.82225036621094,5350500
2018-01-04,197.38960313369552,198.9381795570672,197.24002717020556,197.48638916015625,2749100,24.006990246827062,24.144320338811347,23.93505293256491,24.059307098388672,13046517,55.52001523607607,55.57183369105156,54.45402913625125,54.70572280883789,5074600,70.51340265009092,70.54863683948919,69.30141964815273,70.0271987915039,3579000,128.57666015625,129.82666015625,125.02999877929688,125.63999938964844,2696400,80.25779998878184,80.62962352156914,79.38402284246732,79.90457153320312,2750300,75.55831916337215,76.01904441369263,75.0798768309617,75.77095794677734,2462500,42.06553371933347,42.79594266950217,42.02081559452824,42.52017593383789,15751650,140.60072943695454,140.7797559894941,139.13735097975987,139.78341674804688,2021100,111.73472561453325,112.28365573300307,111.55175295474342,111.81428527832031,4837600
2018-01-05,198.13747055532318,201.53376146071568,197.72393153485862,201.252197265625,2432800,24.07891991585545,24.118158203698957,23.941587223094864,24.105079650878906,13167517,54.90561100636153,55.179511874322245,54.061706940286825,55.164703369140625,7901100,69.99902135957345,71.30965380624647,69.44940234180409,71.2462387084961,4599300,126.95999908447266,126.95999908447266,125.26667022705078,126.336669921875,2098500,80.1090774095454,80.8991980096874,79.23529314315974,80.80624389648438,3079100,76.27595634098613,76.86072126905465,76.1341994479066,76.70124053955078,2946300,42.773585866303456,42.773585866303456,42.177334238677005,42.475460052490234,9955057,140.76419865230108,140.79534093763186,139.35531311227916,140.61630249023438,2211400,111.92568945506326,112.82466289597319,111.5995117468796,112.73715209960938,6158800
2018-01-08,200.7243045015754,201.23462958664211,197.6271651761489,197.75914001464844,2850800,24.013525101685058,24.065841943610728,23.758480168624498,23.83695411682129,19964341,55.03144302648085,55.31274808551301,54.36520728154692,55.075862884521484,5858500,71.36601338194197,71.36601338194197,69.18162816023373,70.10470581054688,5582000,126.23999786376953,130.8800048828125,125.73666381835938,130.6199951171875,2977500,80.5366796126471,80.81554907054696,79.75585647763937,80.63893127441406,1367400,76.80758277686526,76.82529985812408,75.664638385226,76.31141662597656,3251400,42.63942773554312,42.66924180619598,42.110253308218965,42.2295036315918,11642546,140.48399284799845,141.0833571945526,138.88828905323393,140.57740783691406,2356200,112.72917684741236,112.96784373382538,112.1086502261998,112.88033294677734,5129800
2018-01-09,197.75915223147553,199.40451473216706,196.4745523049852,198.74461364746094,2672200,23.830408840389094,23.961202226964673,23.778092011635415,23.810791015625,16876226,55.23132332585226,58.244209899261136,55.20171196704315,57.81485366821289,14824100,70.10469821251212,70.92913187580174,69.54803144238628,70.6331787109375,4055400,131.2433319091797,134.7066650390625,131.0,132.53334045410156,4203300,80.40655020780342,80.8899159440879,79.88600140073619,79.9417724609375,1842900,76.37342948476889,76.56835115890794,75.9658690568709,76.2493896484375,2426000,42.34129907324972,42.55744064224715,42.16242360024693,42.33384704589844,11142022,140.52289907754096,143.63646247482063,140.20375597876736,142.74131774902344,3031700,113.26218733593552,115.89544979586853,113.17467655301775,114.6703109741211,8897000
2018-01-10,197.82072433526898,197.9790941311508,196.23695924784974,197.2664031982422,2311600,23.765016951762135,23.941587937636022,23.745399121946566,23.850032806396484,18755825,57.81485510758128,58.38486389521652,57.007966739154206,58.26641845703125,10150400,70.21747259105311,70.60502189264514,69.88629048039442,70.24565887451172,4608600,141.1699981689453,142.32666015625,136.14999389648438,141.25332641601562,6130800,79.70008109706957,80.3507741574381,78.93784592322571,78.97502899169922,1740800,75.8507115303536,76.34687100905663,75.74438874506043,76.28485107421875,1674600,42.14752306953848,42.75868177484154,42.080445874169186,42.70650863647461,9497395,142.18088730290143,142.99040862802389,140.39836545728426,142.33656311035156,2542700,114.20095876237492,114.68624370188596,114.01798605573735,114.53508758544922,6558600
2018-01-11,197.2488150448816,198.77979030097669,196.8264821357151,198.31346130371094,2543600,23.961206608828846,24.00044226553219,23.8173346461002,23.908889770507812,15102555,58.25902749050527,58.98449184535054,57.64460999512366,58.5255241394043,7872900,70.52242802837851,70.60758800404233,69.94757111991898,70.45145416259766,4240900,140.6666717529297,141.31666564941406,138.7433319091797,140.4566650390625,3824400,79.30966182634762,81.21525312216845,79.30036428714442,80.84342956542969,1911100,76.3468416540726,76.71896112002176,76.08104493253605,76.54176330566406,2647500,42.70650587093338,42.93755449494266,42.602162580576014,42.93009948730469,7447402,142.33651791909227,142.33651791909227,140.96655462026476,141.63597106933594,2101300,114.6623635015917,115.27492686235522,114.31232035881146,115.18741607666016,4962200
